route_id,vehicle_id,vehicle_instance_id,vehicle_type_id,energy_type,stop_seq,customer_id,is_green,service_unit_ids,delivered_weight,delivered_volume,customer_tw_start,customer_tw_start_time,customer_tw_end,customer_tw_end_time,arrival_min,arrival_time,service_start_min,service_start_time,leave_min,leave_time,waiting_minutes,late_minutes,green_access_violation
S0009,T4_004,T4_004,4,新能源,2,7,True,"[""C007_S001_OF_010"", ""C007_S002_OF_010""]",1492.64656,3.702878,761,12:41:00,848,14:08:00,783.885702,13:03:53,783.885702,13:03:53,803.885702,13:23:53,0.0,0.0,False
S0010,T4_003,T4_003,4,新能源,1,7,True,"[""C007_S003_OF_010"", ""C007_S004_OF_010"", ""C007_S005_OF_010"", ""C007_S006_OF_010""]",2985.29312,7.405757,761,12:41:00,848,14:08:00,847.489396,14:07:29,847.489396,14:07:29,867.489396,14:27:29,0.0,0.0,False
S0011,T4_002,T4_002,4,新能源,1,7,True,"[""C007_S007_OF_010"", ""C007_S008_OF_010"", ""C007_S009_OF_010"", ""C007_S010_OF_010""]",2985.29312,7.405757,761,12:41:00,848,14:08:00,847.489396,14:07:29,847.489396,14:07:29,867.489396,14:27:29,0.0,0.0,False
S0012,T4_004,T4_004,4,新能源,1,4,True,"[""C004_S001_OF_002"", ""C004_S002_OF_002""]",1443.5621,3.545771,1169,19:29:00,1237,20:37:00,1258.371478,20:58:22,1258.371478,20:58:22,1278.371478,21:18:22,0.0,21.371478,False
S0012,T4_004,T4_004,4,新能源,2,10,True,"[""C010_S001_OF_006"", ""C010_S002_OF_006""]",1253.328333,4.852497,1180,19:40:00,1229,20:29:00,1300.871843,21:40:52,1300.871843,21:40:52,1320.871843,22:00:52,0.0,71.871843,False
S0013,T4_005,T4_005,4,新能源,1,10,True,"[""C010_S003_OF_006"", ""C010_S004_OF_006"", ""C010_S005_OF_006"", ""C010_S006_OF_006""]",2506.656667,9.704993,1180,19:40:00,1229,20:29:00,1223.285848,20:23:17,1223.285848,20:23:17,1243.285848,20:43:17,0.0,0.0,False
S0014,T4_005,T4_005,4,新能源,1,5,True,"[""C005_S001_OF_001""]",731.6005,2.31239,1168,19:28:00,1226,20:26:00,1407.917812,23:27:55,1407.917812,23:27:55,1427.917812,23:47:55,0.0,181.917812,False
S0014,T4_005,T4_005,4,新能源,2,6,True,"[""C006_S001_OF_006"", ""C006_S002_OF_006"", ""C006_S003_OF_006""]",2236.8216,5.9916,706,11:46:00,779,12:59:00,1435.843591,23:55:51,1435.843591,23:55:51,1455.843591,00:15:51,0.0,656.843591,False
S0015,T4_005,T4_005,4,新能源,1,6,True,"[""C006_S004_OF_006"", ""C006_S005_OF_006"", ""C006_S006_OF_006""]",2236.8216,5.9916,706,11:46:00,779,12:59:00,779.866128,12:59:52,779.866128,12:59:52,799.866128,13:19:52,0.0,0.866128,False
S0015,T4_005,T4_005,4,新能源,2,3,True,"[""C003_S001_OF_001""]",235.0181,0.70348,873,14:33:00,921,15:21:00,803.498019,13:23:30,873.0,14:33:00,893.0,14:53:00,69.501981,0.0,False
S0016,T4_006,T4_006,4,新能源,1,39,False,"[""C039_S001_OF_006""]",670.815267,1.667862,848,14:08:00,900,15:00:00,899.336002,14:59:20,899.336002,14:59:20,919.336002,15:19:20,0.0,0.0,False
S0016,T4_006,T4_006,4,新能源,2,78,False,"[""C078_S001_OF_003"", ""C078_S002_OF_003"", ""C078_S003_OF_003""]",1882.391,4.7241,1194,19:54:00,1255,20:55:00,978.010682,16:18:01,1194.0,19:54:00,1214.0,20:14:00,215.989318,0.0,False
S0016,T4_006,T4_006,4,新能源,3,97,False,"[""C097_S001_OF_001""]",17.48,0.04201,822,13:42:00,911,15:11:00,1228.312778,20:28:19,1228.312778,20:28:19,1248.312778,20:48:19,0.0,317.312778,False
S0017,T4_007,T4_007,4,新能源,1,76,False,"[""C076_S001_OF_002"", ""C076_S002_OF_002""]",1256.3017,4.066249,549,09:09:00,625,10:25:00,624.716364,10:24:43,624.716364,10:24:43,644.716364,10:44:43,0.0,0.0,False
S0017,T4_007,T4_007,4,新能源,2,85,False,"[""C085_S001_OF_001""]",593.8303,1.42095,591,09:51:00,662,11:02:00,647.886659,10:47:53,647.886659,10:47:53,667.886659,11:07:53,0.0,0.0,False
S0017,T4_007,T4_007,4,新能源,3,31,False,"[""C031_S001_OF_010""]",677.16208,1.544527,1009,16:49:00,1066,17:46:00,677.531388,11:17:32,1009.0,16:49:00,1029.0,17:09:00,331.468612,0.0,False
S0018,T4_007,T4_007,4,新能源,1,31,False,"[""C031_S002_OF_010"", ""C031_S003_OF_010"", ""C031_S004_OF_010"", ""C031_S005_OF_010""]",2708.64832,6.178108,1009,16:49:00,1066,17:46:00,1229.167034,20:29:10,1229.167034,20:29:10,1249.167034,20:49:10,0.0,163.167034,False
S0019,T4_008,T4_008,4,新能源,1,31,False,"[""C031_S006_OF_010"", ""C031_S007_OF_010"", ""C031_S008_OF_010"", ""C031_S009_OF_010""]",2708.64832,6.178108,1009,16:49:00,1066,17:46:00,1038.167034,17:18:10,1038.167034,17:18:10,1058.167034,17:38:10,0.0,0.0,False
S0020,T4_009,T4_009,4,新能源,1,83,False,"[""C083_S002_OF_002""]",463.42045,1.39658,828,13:48:00,883,14:43:00,882.844611,14:42:51,882.844611,14:42:51,902.844611,15:02:51,0.0,0.0,False
S0020,T4_009,T4_009,4,新能源,2,31,False,"[""C031_S010_OF_010""]",677.16208,1.544527,1009,16:49:00,1066,17:46:00,976.065866,16:16:04,1009.0,16:49:00,1029.0,17:09:00,32.934134,0.0,False
S0020,T4_009,T4_009,4,新能源,3,34,False,"[""C034_S001_OF_001""]",364.0498,1.5211,1135,18:55:00,1208,20:08:00,1037.756168,17:17:45,1135.0,18:55:00,1155.0,19:15:00,97.243832,0.0,False
S0020,T4_009,T4_009,4,新能源,4,81,False,"[""C081_S001_OF_002"", ""C081_S002_OF_002""]",1343.6123,3.64803,1024,17:04:00,1088,18:08:00,1162.972804,19:22:58,1162.972804,19:22:58,1182.972804,19:42:58,0.0,74.972804,False
S0021,T4_008,T4_008,4,新能源,1,82,False,"[""C082_S001_OF_002"", ""C082_S002_OF_002""]",1493.082,4.67276,701,11:41:00,782,13:02:00,686.887704,11:26:53,701.0,11:41:00,721.0,12:01:00,14.112296,0.0,False
S0021,T4_008,T4_008,4,新能源,2,66,False,"[""C066_S001_OF_004"", ""C066_S002_OF_004""]",1408.627607,4.3398,550,09:10:00,633,10:33:00,745.893899,12:25:54,745.893899,12:25:54,765.893899,12:45:54,0.0,112.893899,False
S0022,T4_009,T4_009,4,新能源,1,66,False,"[""C066_S003_OF_004"", ""C066_S004_OF_004""]",1408.627607,4.3398,550,09:10:00,633,10:33:00,581.414788,09:41:25,581.414788,09:41:25,601.414788,10:01:25,0.0,0.0,False
S0022,T4_009,T4_009,4,新能源,2,16,False,"[""C016_S001_OF_001""]",85.2,0.1931,557,09:17:00,641,10:41:00,613.328225,10:13:20,613.328225,10:13:20,633.328225,10:33:20,0.0,0.0,False
S0022,T4_009,T4_009,4,新能源,3,79,False,"[""C079_S001_OF_004"", ""C079_S002_OF_004""]",1157.565,3.68326,575,09:35:00,645,10:45:00,656.396207,10:56:24,656.396207,10:56:24,676.396207,11:16:24,0.0,11.396207,False
S0023,T4_010,T4_010,4,新能源,1,79,False,"[""C079_S003_OF_004"", ""C079_S004_OF_004""]",1157.565,3.68326,575,09:35:00,645,10:45:00,673.620853,11:13:37,673.620853,11:13:37,693.620853,11:33:37,0.0,28.620853,False
S0023,T4_010,T4_010,4,新能源,2,93,False,"[""C093_S001_OF_001""]",97.6961,0.33417,772,12:52:00,854,14:14:00,767.093999,12:47:06,772.0,12:52:00,792.0,13:12:00,4.906001,0.0,False
S0023,T4_010,T4_010,4,新能源,3,27,False,"[""C027_S001_OF_005"", ""C027_S002_OF_005""]",1293.44164,3.055884,1071,17:51:00,1147,19:07:00,796.319107,13:16:19,1071.0,17:51:00,1091.0,18:11:00,274.680893,0.0,False
S0024,T1_001,T1_001,1,燃油,1,91,False,"[""C091_S001_OF_001""]",70.435,0.39102,1000,16:40:00,1079,17:59:00,1000.050555,16:40:03,1000.050555,16:40:03,1020.050555,17:00:03,0.0,0.0,False
S0024,T1_001,T1_001,1,燃油,2,95,False,"[""C095_S001_OF_001""]",109.35,0.29746,865,14:25:00,934,15:34:00,1028.005572,17:08:00,1028.005572,17:08:00,1048.005572,17:28:00,0.0,94.005572,False
S0024,T1_001,T1_001,1,燃油,3,26,False,"[""C026_S001_OF_001""]",45.8132,0.1362,950,15:50:00,1032,17:12:00,1055.213596,17:35:13,1055.213596,17:35:13,1075.213596,17:55:13,0.0,23.213596,False
S0024,T1_001,T1_001,1,燃油,4,27,False,"[""C027_S003_OF_005"", ""C027_S004_OF_005"", ""C027_S005_OF_005""]",1940.16246,4.583826,1071,17:51:00,1147,19:07:00,1081.082347,18:01:05,1081.082347,18:01:05,1101.082347,18:21:05,0.0,0.0,False
S0024,T1_001,T1_001,1,燃油,5,54,False,"[""C054_S001_OF_010""]",742.061228,1.967292,1040,17:20:00,1124,18:44:00,1125.271714,18:45:16,1125.271714,18:45:16,1145.271714,19:05:16,0.0,1.271714,False
S0025,T4_008,T4_008,4,新能源,1,54,False,"[""C054_S002_OF_010"", ""C054_S003_OF_010"", ""C054_S004_OF_010"", ""C054_S005_OF_010""]",2968.244913,7.869168,1040,17:20:00,1124,18:44:00,1332.890637,22:12:53,1332.890637,22:12:53,1352.890637,22:32:53,0.0,208.890637,False
S0026,T4_010,T4_010,4,新能源,1,54,False,"[""C054_S006_OF_010"", ""C054_S007_OF_010"", ""C054_S008_OF_010"", ""C054_S009_OF_010""]",2968.244913,7.869168,1040,17:20:00,1124,18:44:00,1392.890637,23:12:53,1392.890637,23:12:53,1412.890637,23:32:53,0.0,268.890637,False
S0027,T4_009,T4_009,4,新能源,1,54,False,"[""C054_S010_OF_010""]",742.061228,1.967292,1040,17:20:00,1124,18:44:00,1452.890637,00:12:53,1452.890637,00:12:53,1472.890637,00:32:53,0.0,328.890637,False
S0027,T4_009,T4_009,4,新能源,2,77,False,"[""C077_S001_OF_003"", ""C077_S002_OF_003"", ""C077_S003_OF_003""]",1968.2668,5.09682,1136,18:56:00,1217,20:17:00,1479.8659,00:39:52,1479.8659,00:39:52,1499.8659,00:59:52,0.0,262.8659,False
S0028,T1_001,T1_001,1,燃油,1,70,False,"[""C070_S001_OF_008"", ""C070_S002_OF_008"", ""C070_S003_OF_008"", ""C070_S004_OF_008""]",2837.3255,8.182865,696,11:36:00,755,12:35:00,702.493489,11:42:30,702.493489,11:42:30,722.493489,12:02:30,0.0,0.0,False
S0029,T1_002,T1_002,1,燃油,1,70,False,"[""C070_S005_OF_008"", ""C070_S006_OF_008"", ""C070_S007_OF_008"", ""C070_S008_OF_008""]",2837.3255,8.182865,696,11:36:00,755,12:35:00,742.493489,12:22:30,742.493489,12:22:30,762.493489,12:42:30,0.0,0.0,False
S0031,T1_002,T1_002,1,燃油,1,39,False,"[""C039_S003_OF_006"", ""C039_S004_OF_006"", ""C039_S005_OF_006"", ""C039_S006_OF_006""]",2683.261067,6.671447,848,14:08:00,900,15:00:00,1094.550309,18:14:33,1094.550309,18:14:33,1114.550309,18:34:33,0.0,194.550309,False
S0031,T1_002,T1_002,1,燃油,2,98,False,"[""C098_S001_OF_001""]",25.5,0.0646,1158,19:18:00,1241,20:41:00,1130.334185,18:50:20,1158.0,19:18:00,1178.0,19:38:00,27.665815,0.0,False
S0032,T1_003,T1_003,1,燃油,1,46,False,"[""C046_S001_OF_005"", ""C046_S002_OF_005"", ""C046_S003_OF_005"", ""C046_S004_OF_005""]",2655.87176,8.709296,672,11:12:00,731,12:11:00,679.262309,11:19:16,679.262309,11:19:16,699.262309,11:39:16,0.0,0.0,False
S0033,T1_004,T1_004,1,燃油,1,46,False,"[""C046_S005_OF_005""]",663.96794,2.177324,672,11:12:00,731,12:11:00,671.451574,11:11:27,672.0,11:12:00,692.0,11:32:00,0.548426,0.0,False
S0033,T1_004,T1_004,1,燃油,2,35,False,"[""C035_S001_OF_003"", ""C035_S002_OF_003"", ""C035_S003_OF_003""]",1692.5786,3.88436,569,09:29:00,652,10:52:00,740.602973,12:20:36,740.602973,12:20:36,760.602973,12:40:36,0.0,88.602973,False
S0033,T1_004,T1_004,1,燃油,3,32,False,"[""C032_S001_OF_001""]",442.3342,1.12524,788,13:08:00,864,14:24:00,783.64813,13:03:39,788.0,13:08:00,808.0,13:28:00,4.35187,0.0,False
S0033,T1_004,T1_004,1,燃油,4,87,False,"[""C087_S001_OF_001""]",180.291,0.46473,678,11:18:00,762,12:42:00,815.737721,13:35:44,815.737721,13:35:44,835.737721,13:55:44,0.0,53.737721,False
S0034,T1_003,T1_003,1,燃油,1,61,False,"[""C061_S001_OF_009"", ""C061_S002_OF_009"", ""C061_S003_OF_009"", ""C061_S004_OF_009""]",2672.918,8.3552,737,12:17:00,823,13:43:00,902.751689,15:02:45,902.751689,15:02:45,922.751689,15:22:45,0.0,79.751689,False
S0035,T1_004,T1_004,1,燃油,1,61,False,"[""C061_S005_OF_009"", ""C061_S006_OF_009"", ""C061_S007_OF_009"", ""C061_S008_OF_009""]",2672.918,8.3552,737,12:17:00,823,13:43:00,1056.480502,17:36:29,1056.480502,17:36:29,1076.480502,17:56:29,0.0,233.480502,False
S0036,T1_003,T1_003,1,燃油,1,61,False,"[""C061_S009_OF_009""]",668.2295,2.0888,737,12:17:00,823,13:43:00,1116.480502,18:36:29,1116.480502,18:36:29,1136.480502,18:56:29,0.0,293.480502,False
S0036,T1_003,T1_003,1,燃油,2,67,False,"[""C067_S001_OF_004"", ""C067_S002_OF_004"", ""C067_S003_OF_004""]",2156.697245,6.693705,1132,18:52:00,1216,20:16:00,1155.376558,19:15:23,1155.376558,19:15:23,1175.376558,19:35:23,0.0,0.0,False
S0037,T1_004,T1_004,1,燃油,1,67,False,"[""C067_S004_OF_004""]",718.899081,2.231235,1132,18:52:00,1216,20:16:00,1261.362952,21:01:22,1261.362952,21:01:22,1281.362952,21:21:22,0.0,45.362952,False
S0037,T1_004,T1_004,1,燃油,2,28,False,"[""C028_S001_OF_005"", ""C028_S002_OF_005"", ""C028_S003_OF_005""]",1954.3869,4.77618,1167,19:27:00,1235,20:35:00,1299.066493,21:39:04,1299.066493,21:39:04,1319.066493,21:59:04,0.0,64.066493,False
S0038,T4_007,T4_007,4,新能源,1,28,False,"[""C028_S004_OF_005"", ""C028_S005_OF_005""]",1302.9246,3.18412,1167,19:27:00,1235,20:35:00,1453.901538,00:13:54,1453.901538,00:13:54,1473.901538,00:33:54,0.0,218.901538,False
S0038,T4_007,T4_007,4,新能源,2,45,False,"[""C045_S001_OF_008"", ""C045_S002_OF_008""]",1449.9814,4.603343,937,15:37:00,996,16:36:00,1482.217549,00:42:13,1482.217549,00:42:13,1502.217549,01:02:13,0.0,486.217549,False
S0039,T1_005,T1_005,1,燃油,1,45,False,"[""C045_S003_OF_008"", ""C045_S004_OF_008"", ""C045_S005_OF_008"", ""C045_S006_OF_008""]",2899.9628,9.206685,937,15:37:00,996,16:36:00,935.860169,15:35:52,937.0,15:37:00,957.0,15:57:00,1.139831,0.0,False
S0040,T1_005,T1_005,1,燃油,1,45,False,"[""C045_S007_OF_008"", ""C045_S008_OF_008""]",1449.9814,4.603343,937,15:37:00,996,16:36:00,1108.789547,18:28:47,1108.789547,18:28:47,1128.789547,18:48:47,0.0,112.789547,False
S0040,T1_005,T1_005,1,燃油,2,43,False,"[""C043_S001_OF_007"", ""C043_S002_OF_007""]",1446.165914,3.890537,1013,16:53:00,1097,18:17:00,1135.38655,18:55:23,1135.38655,18:55:23,1155.38655,19:15:23,0.0,38.38655,False
S0041,T1_006,T1_006,1,燃油,1,43,False,"[""C043_S003_OF_007"", ""C043_S004_OF_007"", ""C043_S005_OF_007"", ""C043_S006_OF_007""]",2892.331829,7.781074,1013,16:53:00,1097,18:17:00,1018.404301,16:58:24,1018.404301,16:58:24,1038.404301,17:18:24,0.0,0.0,False
S0042,T1_006,T1_006,1,燃油,1,43,False,"[""C043_S007_OF_007""]",723.082957,1.945269,1013,16:53:00,1097,18:17:00,1174.404301,19:34:24,1174.404301,19:34:24,1194.404301,19:54:24,0.0,77.404301,False
S0042,T1_006,T1_006,1,燃油,2,44,False,"[""C044_S001_OF_007"", ""C044_S002_OF_007"", ""C044_S003_OF_007""]",1950.989529,4.981727,1021,17:01:00,1109,18:29:00,1202.946609,20:02:57,1202.946609,20:02:57,1222.946609,20:22:57,0.0,93.946609,False
S0043,T1_007,T1_007,1,燃油,1,44,False,"[""C044_S004_OF_007"", ""C044_S005_OF_007"", ""C044_S006_OF_007"", ""C044_S007_OF_007""]",2601.319371,6.642303,1021,17:01:00,1109,18:29:00,1038.582882,17:18:35,1038.582882,17:18:35,1058.582882,17:38:35,0.0,0.0,False
S0044,T1_007,T1_007,1,燃油,1,58,False,"[""C058_S001_OF_004"", ""C058_S002_OF_004"", ""C058_S003_OF_004"", ""C058_S004_OF_004""]",2933.964,9.925128,858,14:18:00,923,15:23:00,1240.373053,20:40:22,1240.373053,20:40:22,1260.373053,21:00:22,0.0,317.373053,False
S0045,T1_006,T1_006,1,燃油,1,64,False,"[""C064_S001_OF_012"", ""C064_S002_OF_012"", ""C064_S003_OF_012""]",2212.4418,5.38594,849,14:09:00,905,15:05:00,852.593937,14:12:36,852.593937,14:12:36,872.593937,14:32:36,0.0,0.0,False
S0046,T1_007,T1_007,1,燃油,1,64,False,"[""C064_S004_OF_012"", ""C064_S005_OF_012"", ""C064_S006_OF_012"", ""C064_S007_OF_012""]",2949.9224,7.181253,849,14:09:00,905,15:05:00,852.593937,14:12:36,852.593937,14:12:36,872.593937,14:32:36,0.0,0.0,False
S0047,T1_008,T1_008,1,燃油,1,64,False,"[""C064_S008_OF_012"", ""C064_S009_OF_012"", ""C064_S010_OF_012"", ""C064_S011_OF_012""]",2949.9224,7.181253,849,14:09:00,905,15:05:00,852.593937,14:12:36,852.593937,14:12:36,872.593937,14:32:36,0.0,0.0,False
S0048,T1_008,T1_008,1,燃油,1,64,False,"[""C064_S012_OF_012""]",737.4806,1.795313,849,14:09:00,905,15:05:00,1042.159456,17:22:10,1042.159456,17:22:10,1062.159456,17:42:10,0.0,137.159456,False
S0048,T1_008,T1_008,1,燃油,2,56,False,"[""C056_S001_OF_010"", ""C056_S002_OF_010"", ""C056_S003_OF_010""]",2119.54827,5.318826,830,13:50:00,909,15:09:00,1087.043347,18:07:03,1087.043347,18:07:03,1107.043347,18:27:03,0.0,178.043347,False
S0049,T1_009,T1_009,1,燃油,1,56,False,"[""C056_S004_OF_010"", ""C056_S005_OF_010"", ""C056_S006_OF_010"", ""C056_S007_OF_010""]",2826.06436,7.091768,830,13:50:00,909,15:09:00,867.28959,14:27:17,867.28959,14:27:17,887.28959,14:47:17,0.0,0.0,False
S0050,T1_010,T1_010,1,燃油,1,56,False,"[""C056_S008_OF_010"", ""C056_S009_OF_010"", ""C056_S010_OF_010""]",2119.54827,5.318826,830,13:50:00,909,15:09:00,829.575305,13:49:35,830.0,13:50:00,850.0,14:10:00,0.424695,0.0,False
S0050,T1_010,T1_010,1,燃油,2,94,False,"[""C094_S001_OF_001""]",9.186,0.01795,763,12:43:00,837,13:57:00,864.881035,14:24:53,864.881035,14:24:53,884.881035,14:44:53,0.0,27.881035,False
S0050,T1_010,T1_010,1,燃油,3,75,False,"[""C075_S001_OF_005""]",603.48812,1.571504,865,14:25:00,945,15:45:00,900.397655,15:00:24,900.397655,15:00:24,920.397655,15:20:24,0.0,0.0,False
S0051,T1_009,T1_009,1,燃油,1,75,False,"[""C075_S002_OF_005"", ""C075_S003_OF_005"", ""C075_S004_OF_005"", ""C075_S005_OF_005""]",2413.95248,6.286016,865,14:25:00,945,15:45:00,1136.052784,18:56:03,1136.052784,18:56:03,1156.052784,19:16:03,0.0,191.052784,False
S0052,T1_005,T1_005,1,燃油,1,42,False,"[""C042_S001_OF_009"", ""C042_S002_OF_009"", ""C042_S003_OF_009"", ""C042_S004_OF_009""]",2825.134568,6.834316,614,10:14:00,681,11:21:00,618.567542,10:18:34,618.567542,10:18:34,638.567542,10:38:34,0.0,0.0,False
S0053,T1_008,T1_008,1,燃油,1,42,False,"[""C042_S005_OF_009"", ""C042_S006_OF_009"", ""C042_S007_OF_009"", ""C042_S008_OF_009""]",2825.134568,6.834316,614,10:14:00,681,11:21:00,618.567542,10:18:34,618.567542,10:18:34,638.567542,10:38:34,0.0,0.0,False
S0054,T1_011,T1_011,1,燃油,1,42,False,"[""C042_S009_OF_009""]",706.283642,1.708579,614,10:14:00,681,11:21:00,681.053418,11:21:03,681.053418,11:21:03,701.053418,11:41:03,0.0,0.053418,False
S0054,T1_011,T1_011,1,燃油,2,52,False,"[""C052_S001_OF_009"", ""C052_S002_OF_009"", ""C052_S003_OF_009""]",2241.139334,5.733521,905,15:05:00,992,16:32:00,710.268079,11:50:16,905.0,15:05:00,925.0,15:25:00,194.731921,0.0,False
S0055,T1_010,T1_010,1,燃油,1,52,False,"[""C052_S004_OF_009"", ""C052_S005_OF_009"", ""C052_S006_OF_009"", ""C052_S007_OF_009""]",2988.185779,7.644695,905,15:05:00,992,16:32:00,1200.996225,20:01:00,1200.996225,20:01:00,1220.996225,20:21:00,0.0,208.996225,False
S0056,T1_012,T1_012,1,燃油,1,52,False,"[""C052_S008_OF_009"", ""C052_S009_OF_009""]",1494.092889,3.822348,905,15:05:00,992,16:32:00,902.59227,15:02:36,905.0,15:05:00,925.0,15:25:00,2.40773,0.0,False
S0056,T1_012,T1_012,1,燃油,2,33,False,"[""C033_S001_OF_001""]",527.2666,1.37982,646,10:46:00,731,12:11:00,934.78859,15:34:47,934.78859,15:34:47,954.78859,15:54:47,0.0,203.78859,False
S0056,T1_012,T1_012,1,燃油,3,11,True,"[""C011_S001_OF_002""]",662.76505,2.18158,689,11:29:00,770,12:50:00,983.61458,16:23:37,983.61458,16:23:37,1003.61458,16:43:37,0.0,213.61458,False
S0057,T1_013,T1_013,1,燃油,1,11,True,"[""C011_S002_OF_002""]",662.76505,2.18158,689,11:29:00,770,12:50:00,961.330278,16:01:20,961.330278,16:01:20,981.330278,16:21:20,0.0,191.330278,False
S0057,T1_013,T1_013,1,燃油,2,12,True,"[""C012_S001_OF_003"", ""C012_S002_OF_003"", ""C012_S003_OF_003""]",1726.8416,4.562324,895,14:55:00,950,15:50:00,984.030881,16:24:02,984.030881,16:24:02,1004.030881,16:44:02,0.0,34.030881,False
S0057,T1_013,T1_013,1,燃油,3,2,True,"[""C002_S001_OF_001""]",14.89,0.04317,1073,17:53:00,1129,18:49:00,1009.550914,16:49:33,1073.0,17:53:00,1093.0,18:13:00,63.449086,0.0,False
S0058,T4_006,T4_006,4,新能源,1,8,True,"[""C008_S001_OF_016"", ""C008_S002_OF_016"", ""C008_S003_OF_016"", ""C008_S004_OF_016""]",2950.407282,9.006755,649,10:49:00,707,11:47:00,655.978726,10:55:59,655.978726,10:55:59,675.978726,11:15:59,0.0,0.0,False
S0059,T4_003,T4_003,4,新能源,1,8,True,"[""C008_S005_OF_016"", ""C008_S006_OF_016"", ""C008_S007_OF_016"", ""C008_S008_OF_016""]",2950.407282,9.006755,649,10:49:00,707,11:47:00,1015.978726,16:55:59,1015.978726,16:55:59,1035.978726,17:15:59,0.0,308.978726,False
S0060,T4_002,T4_002,4,新能源,1,8,True,"[""C008_S009_OF_016"", ""C008_S010_OF_016"", ""C008_S011_OF_016"", ""C008_S012_OF_016""]",2950.407282,9.006755,649,10:49:00,707,11:47:00,1015.978726,16:55:59,1015.978726,16:55:59,1035.978726,17:15:59,0.0,308.978726,False
S0061,T1_011,T1_011,1,燃油,1,8,True,"[""C008_S013_OF_016"", ""C008_S014_OF_016"", ""C008_S015_OF_016"", ""C008_S016_OF_016""]",2950.407282,9.006755,649,10:49:00,707,11:47:00,1135.978726,18:55:59,1135.978726,18:55:59,1155.978726,19:15:59,0.0,428.978726,False
S0062,T4_003,T4_003,4,新能源,1,9,True,"[""C009_S001_OF_004"", ""C009_S002_OF_004"", ""C009_S003_OF_004"", ""C009_S004_OF_004""]",2547.749932,6.65072,606,10:06:00,692,11:32:00,621.660869,10:21:40,621.660869,10:21:40,641.660869,10:41:40,0.0,0.0,False
S0063,T1_014,T1_014,1,燃油,1,39,False,"[""C039_S002_OF_006""]",670.815267,1.667862,848,14:08:00,900,15:00:00,869.386635,14:29:23,869.386635,14:29:23,889.386635,14:49:23,0.0,0.0,False
