route_id,route_seq,vehicle_id,vehicle_instance_id,vehicle_type_id,energy_type,departure_min,departure_time,return_to_depot_min,return_to_depot_time,stop_count,service_unit_count,customer_sequence,service_unit_ids,total_weight,total_volume,distance_km,route_total_cost_with_startup,energy_cost,carbon_cost,waiting_cost,late_cost,feasible,violations
S0018,17,T4_007,T4_007,4,新能源,1140,19:00:00,1338.334069,22:18:20,1,4,31,"[""C031_S002_OF_010"", ""C031_S003_OF_010"", ""C031_S004_OF_010"", ""C031_S005_OF_010""]",2708.64832,6.178108,105.2171,616.674952,67.332422,13.370002,0.0,135.972529,True,[]
S0019,18,T4_008,T4_008,4,新能源,949,15:49:00,1147.334069,19:07:20,1,4,31,"[""C031_S006_OF_010"", ""C031_S007_OF_010"", ""C031_S008_OF_010"", ""C031_S009_OF_010""]",2708.64832,6.178108,105.2171,480.702423,67.332422,13.370002,0.0,0.0,True,[]
S0020,19,T4_009,T4_009,4,新能源,873,14:33:00,1279.230021,21:19:14,4,5,83->31->34->81,"[""C083_S002_OF_002"", ""C031_S010_OF_010"", ""C034_S001_OF_001"", ""C081_S001_OF_002"", ""C081_S002_OF_002""]",2848.24463,8.110237,118.935842,595.809024,75.038798,14.900234,43.392655,62.477337,True,[]
S0021,20,T4_008,T4_008,4,新能源,591,09:51:00,829.547884,13:49:33,2,4,82->66,"[""C082_S001_OF_002"", ""C082_S002_OF_002"", ""C066_S001_OF_004"", ""C066_S002_OF_004""]",2901.709607,9.01256,111.595378,586.851205,73.478455,14.590402,4.704099,94.078249,True,[]
S0022,21,T4_009,T4_009,4,新能源,480,08:00:00,832.470234,13:52:28,3,5,66->16->79,"[""C066_S003_OF_004"", ""C066_S004_OF_004"", ""C016_S001_OF_001"", ""C079_S001_OF_004"", ""C079_S002_OF_004""]",2651.392607,8.21616,139.69597,514.800208,87.857718,17.44565,0.0,9.496839,True,[]
S0023,22,T4_010,T4_010,4,新能源,570,09:30:00,1223.888128,20:23:53,3,5,79->93->27,"[""C079_S003_OF_004"", ""C079_S004_OF_004"", ""C093_S001_OF_001"", ""C027_S001_OF_005"", ""C027_S002_OF_005""]",2548.70274,7.073314,165.47169,642.844087,104.956784,20.840961,93.195631,23.850711,True,[]
S0024,23,T1_001,T1_001,1,燃油,901,15:01:00,1308.162351,21:48:10,5,7,91->95->26->27->54,"[""C091_S001_OF_001"", ""C095_S001_OF_001"", ""C026_S001_OF_001"", ""C027_S003_OF_005"", ""C027_S004_OF_005"", ""C027_S005_OF_005"", ""C054_S001_OF_010""]",2907.821888,7.375798,181.225787,1001.21812,412.694359,89.781359,0.0,98.742402,True,[]
S0025,24,T4_008,T4_008,4,新能源,1170,19:30:00,1515.781274,01:15:47,1,4,54,"[""C054_S002_OF_010"", ""C054_S003_OF_010"", ""C054_S004_OF_010"", ""C054_S005_OF_010""]",2968.244913,7.869168,192.210952,723.430885,124.611595,24.74376,0.0,174.075531,True,[]
S0026,25,T4_010,T4_010,4,新能源,1230,20:30:00,1575.781274,02:15:47,1,4,54,"[""C054_S006_OF_010"", ""C054_S007_OF_010"", ""C054_S008_OF_010"", ""C054_S009_OF_010""]",2968.244913,7.869168,192.210952,773.430885,124.611595,24.74376,0.0,224.075531,True,[]
S0027,26,T4_009,T4_009,4,新能源,1290,21:30:00,1697.019958,04:17:01,2,4,54->77,"[""C054_S010_OF_010"", ""C077_S001_OF_003"", ""C077_S002_OF_003"", ""C077_S003_OF_003""]",2710.328028,7.064112,216.541775,1057.311933,136.981475,27.200011,0.0,493.130448,True,[]
S0028,27,T1_001,T1_001,1,燃油,480,08:00:00,900.420124,15:00:25,1,4,70,"[""C070_S001_OF_008"", ""C070_S002_OF_008"", ""C070_S003_OF_008"", ""C070_S004_OF_008""]",2837.3255,8.182865,240.481206,1083.535301,561.402576,122.132725,0.0,0.0,True,[]
S0029,28,T1_002,T1_002,1,燃油,520,08:40:00,911.49357,15:11:30,1,4,70,"[""C070_S005_OF_008"", ""C070_S006_OF_008"", ""C070_S007_OF_008"", ""C070_S008_OF_008""]",2837.3255,8.182865,240.481206,1081.328537,559.590112,121.738425,0.0,0.0,True,[]
S0031,29,T1_002,T1_002,1,燃油,930,15:30:00,1359.932611,22:39:56,2,5,39->98,"[""C039_S003_OF_006"", ""C039_S004_OF_006"", ""C039_S005_OF_006"", ""C039_S006_OF_006"", ""C098_S001_OF_001""]",2708.761067,6.736047,213.737409,1167.147709,489.344065,106.456448,9.221938,162.125257,True,[]
S0032,30,T1_003,T1_003,1,燃油,580,09:40:00,836.431399,13:56:26,1,4,46,"[""C046_S001_OF_005"", ""C046_S002_OF_005"", ""C046_S003_OF_005"", ""C046_S004_OF_005""]",2655.87176,8.709296,130.396191,767.88677,302.153496,65.733275,0.0,0.0,True,[]
S0033,31,T1_004,T1_004,1,燃油,575,09:35:00,959.446748,15:59:27,4,6,46->35->32->87,"[""C046_S005_OF_005"", ""C035_S001_OF_003"", ""C035_S002_OF_003"", ""C035_S003_OF_003"", ""C032_S001_OF_001"", ""C087_S001_OF_001""]",2979.17174,7.651654,181.100703,1022.721067,412.689982,89.780407,1.633432,118.617245,True,[]
S0034,32,T1_003,T1_003,1,燃油,840,14:00:00,1019.232191,16:59:14,1,4,61,"[""C061_S001_OF_009"", ""C061_S002_OF_009"", ""C061_S003_OF_009"", ""C061_S004_OF_009""]",2672.918,8.3552,113.846993,783.66479,260.527484,56.677566,0.0,66.459741,True,[]
S0035,33,T1_004,T1_004,1,燃油,960,16:00:00,1172.961004,19:32:58,1,4,61,"[""C061_S005_OF_009"", ""C061_S006_OF_009"", ""C061_S007_OF_009"", ""C061_S008_OF_009""]",2672.918,8.3552,113.846993,915.734534,263.78189,57.385559,0.0,194.567085,True,[]
S0036,34,T1_003,T1_003,1,燃油,1020,17:00:00,1261.739511,21:01:44,2,4,61->67,"[""C061_S009_OF_009"", ""C067_S001_OF_004"", ""C067_S002_OF_004"", ""C067_S003_OF_004""]",2824.926745,8.782505,119.026311,988.574382,282.540759,61.466538,0.0,244.567085,True,[]
S0037,35,T1_004,T1_004,1,燃油,1175,19:35:00,1422.968032,23:42:58,2,4,67->28,"[""C067_S004_OF_004"", ""C028_S001_OF_005"", ""C028_S002_OF_005"", ""C028_S003_OF_005""]",2673.285982,7.007415,122.701139,834.988092,282.367945,61.428942,0.0,91.191205,True,[]
S0038,36,T4_007,T4_007,4,新能源,1350,22:30:00,1574.007097,02:14:00,2,4,28->45,"[""C028_S004_OF_005"", ""C028_S005_OF_005"", ""C045_S001_OF_008"", ""C045_S002_OF_008""]",2752.906,7.787463,108.564187,1073.097626,71.333836,14.164551,0.0,587.59924,True,[]
S0039,37,T1_005,T1_005,1,燃油,877,14:37:00,1028.789547,17:08:47,1,4,45,"[""C045_S003_OF_008"", ""C045_S004_OF_008"", ""C045_S005_OF_008"", ""C045_S006_OF_008""]",2899.9628,9.206685,84.711666,640.872643,197.521943,42.970756,0.379944,0.0,True,[]
S0040,38,T1_005,T1_005,1,燃油,1037,17:17:00,1220.790851,20:20:47,2,4,45->43,"[""C045_S007_OF_008"", ""C045_S008_OF_008"", ""C043_S001_OF_007"", ""C043_S002_OF_007""]",2896.147314,8.49388,84.836602,770.070153,200.476545,43.613527,0.0,125.980081,True,[]
S0041,39,T1_006,T1_006,1,燃油,953,15:53:00,1103.808602,18:23:49,1,4,43,"[""C043_S003_OF_007"", ""C043_S004_OF_007"", ""C043_S005_OF_007"", ""C043_S006_OF_007""]",2892.331829,7.781074,77.177075,620.423025,181.038279,39.384747,0.0,0.0,True,[]
S0042,40,T1_006,T1_006,1,燃油,1109,18:29:00,1301.529491,21:41:32,2,4,43->44,"[""C043_S007_OF_007"", ""C044_S001_OF_007"", ""C044_S002_OF_007"", ""C044_S003_OF_007""]",2674.072486,6.926996,89.9924,794.350534,206.610208,44.947901,0.0,142.792425,True,[]
S0043,41,T1_007,T1_007,1,燃油,960,16:00:00,1137.165763,18:57:10,1,4,44,"[""C044_S004_OF_007"", ""C044_S005_OF_007"", ""C044_S006_OF_007"", ""C044_S007_OF_007""]",2601.319371,6.642303,92.7278,660.529484,213.978595,46.550889,0.0,0.0,True,[]
S0044,42,T1_007,T1_007,1,燃油,1140,19:00:00,1360.746106,22:40:45,1,4,58,"[""C058_S001_OF_004"", ""C058_S002_OF_004"", ""C058_S003_OF_004"", ""C058_S004_OF_004""]",2933.964,9.925128,118.440203,1003.537994,278.477804,60.582645,0.0,264.477544,True,[]
S0045,43,T1_006,T1_006,1,燃油,800,13:20:00,939.34716,15:39:21,1,3,64,"[""C064_S001_OF_012"", ""C064_S002_OF_012"", ""C064_S003_OF_012""]",2212.4418,5.38594,96.948158,661.718604,214.955246,46.763358,0.0,0.0,True,[]
S0046,44,T1_007,T1_007,1,燃油,800,13:20:00,939.34716,15:39:21,1,4,64,"[""C064_S004_OF_012"", ""C064_S005_OF_012"", ""C064_S006_OF_012"", ""C064_S007_OF_012""]",2949.9224,7.181253,96.948158,672.8796,224.122017,48.757583,0.0,0.0,True,[]
S0047,45,T1_008,T1_008,1,燃油,800,13:20:00,939.34716,15:39:21,1,4,64,"[""C064_S008_OF_012"", ""C064_S009_OF_012"", ""C064_S010_OF_012"", ""C064_S011_OF_012""]",2949.9224,7.181253,96.948158,672.8796,224.122017,48.757583,0.0,0.0,True,[]
S0048,46,T1_008,T1_008,1,燃油,960,16:00:00,1243.402509,20:43:24,2,4,64->56,"[""C064_S012_OF_012"", ""C056_S001_OF_010"", ""C056_S002_OF_010"", ""C056_S003_OF_010""]",2857.02887,7.114139,143.607481,1060.667872,326.885225,71.113644,0.0,262.669002,True,[]
S0049,47,T1_009,T1_009,1,燃油,780,13:00:00,1016.503636,16:56:30,1,4,56,"[""C056_S004_OF_010"", ""C056_S005_OF_010"", ""C056_S006_OF_010"", ""C056_S007_OF_010""]",2826.06436,7.091768,160.903812,851.380064,370.728374,80.65169,0.0,0.0,True,[]
S0050,48,T1_010,T1_010,1,燃油,656,10:56:00,1036.450439,17:16:27,3,5,56->94->75,"[""C056_S008_OF_010"", ""C056_S009_OF_010"", ""C056_S010_OF_010"", ""C094_S001_OF_001"", ""C075_S001_OF_005""]",2732.22239,6.90828,176.807665,924.210162,411.346309,89.488092,0.141565,23.234195,True,[]
S0051,49,T1_009,T1_009,1,燃油,1020,17:00:00,1272.105568,21:12:06,1,4,75,"[""C075_S002_OF_005"", ""C075_S003_OF_005"", ""C075_S004_OF_005"", ""C075_S005_OF_005""]",2413.95248,6.286016,136.942285,939.87011,312.643984,68.015473,0.0,159.210653,True,[]
S0052,50,T1_005,T1_005,1,燃油,544,09:04:00,799.012332,13:19:01,1,4,42,"[""C042_S001_OF_009"", ""C042_S002_OF_009"", ""C042_S003_OF_009"", ""C042_S004_OF_009""]",2825.134568,6.834316,125.136366,756.341761,292.671326,63.670435,0.0,0.0,True,[]
S0053,51,T1_008,T1_008,1,燃油,544,09:04:00,799.012332,13:19:01,1,4,42,"[""C042_S005_OF_009"", ""C042_S006_OF_009"", ""C042_S007_OF_009"", ""C042_S008_OF_009""]",2825.134568,6.834316,125.136366,756.341761,292.671326,63.670435,0.0,0.0,True,[]
S0054,52,T1_011,T1_011,1,燃油,584,09:44:00,1075.996225,17:56:00,2,4,42->52,"[""C042_S009_OF_009"", ""C052_S001_OF_009"", ""C052_S002_OF_009"", ""C052_S003_OF_009""]",2947.422976,7.4421,153.161017,891.207265,350.090233,76.161877,64.91064,0.044515,True,[]
S0055,53,T1_010,T1_010,1,燃油,1050,17:30:00,1371.992451,22:52:00,1,4,52,"[""C052_S004_OF_009"", ""C052_S005_OF_009"", ""C052_S006_OF_009"", ""C052_S007_OF_009""]",2988.185779,7.644695,178.175546,1085.771324,420.194741,91.413062,0.0,174.163521,True,[]
S0056,54,T1_012,T1_012,1,燃油,805,13:25:00,1100.874236,18:20:52,3,4,52->33->11,"[""C052_S008_OF_009"", ""C052_S009_OF_009"", ""C033_S001_OF_001"", ""C011_S001_OF_002""]",2684.124539,7.383748,169.253572,1229.747829,395.145632,85.963647,0.802577,347.835974,True,[]
S0057,55,T1_013,T1_013,1,燃油,877,14:37:00,1157.786357,19:17:47,3,5,11->12->2,"[""C011_S002_OF_002"", ""C012_S001_OF_003"", ""C012_S002_OF_003"", ""C012_S003_OF_003"", ""C002_S001_OF_001""]",2404.49665,6.787074,100.457323,892.955687,233.259574,50.745452,21.149695,187.800966,True,[]
S0058,56,T4_006,T4_006,4,新能源,600,10:00:00,790.909472,13:10:55,1,4,8,"[""C008_S001_OF_016"", ""C008_S002_OF_016"", ""C008_S003_OF_016"", ""C008_S004_OF_016""]",2950.407282,9.006755,66.054897,451.728707,43.158792,8.569915,0.0,0.0,True,[]
S0059,57,T4_003,T4_003,4,新能源,960,16:00:00,1091.957452,18:11:57,1,4,8,"[""C008_S005_OF_016"", ""C008_S006_OF_016"", ""C008_S007_OF_016"", ""C008_S008_OF_016""]",2950.407282,9.006755,66.054897,708.76396,42.785831,8.495857,0.0,257.482272,True,[]
S0060,58,T4_002,T4_002,4,新能源,960,16:00:00,1091.957452,18:11:57,1,4,8,"[""C008_S009_OF_016"", ""C008_S010_OF_016"", ""C008_S011_OF_016"", ""C008_S012_OF_016""]",2950.407282,9.006755,66.054897,708.76396,42.785831,8.495857,0.0,257.482272,True,[]
S0061,59,T1_011,T1_011,1,燃油,1080,18:00:00,1211.957452,20:11:57,1,4,8,"[""C008_S013_OF_016"", ""C008_S014_OF_016"", ""C008_S015_OF_016"", ""C008_S016_OF_016""]",2950.407282,9.006755,66.054897,946.75194,155.451341,33.818327,0.0,357.482272,True,[]
S0062,60,T4_003,T4_003,4,新能源,570,09:30:00,762.917302,12:42:55,1,4,9,"[""C009_S001_OF_004"", ""C009_S002_OF_004"", ""C009_S003_OF_004"", ""C009_S004_OF_004""]",2547.749932,6.65072,80.859826,461.955366,51.691196,10.26417,0.0,0.0,True,[]
S0063,61,T1_014,T1_014,1,燃油,690,11:30:00,1070.559444,17:50:34,3,4,39->13->48,"[""C039_S002_OF_006"", ""C013_S001_OF_001"", ""C048_S001_OF_012"", ""C048_S002_OF_012""]",2644.023333,6.588625,183.896739,1098.947633,454.703487,98.920415,0.0,145.323731,True,[]
S0064,62,T1_014,T1_014,1,燃油,1080,18:00:00,1221.283635,20:21:17,1,4,48,"[""C048_S003_OF_012"", ""C048_S004_OF_012"", ""C048_S005_OF_012"", ""C048_S006_OF_012""]",2866.242533,7.283166,71.557345,681.276201,167.611029,36.463658,0.0,77.201515,True,[]
S0065,63,T1_012,T1_012,1,燃油,1110,18:30:00,1251.283635,20:51:17,1,4,48,"[""C048_S007_OF_012"", ""C048_S008_OF_012"", ""C048_S009_OF_012"", ""C048_S010_OF_012""]",2866.242533,7.283166,71.557345,706.276201,167.611029,36.463658,0.0,102.201515,True,[]
S0066,64,T1_015,T1_015,1,燃油,949,15:49:00,1115.819763,18:35:49,2,4,48->25,"[""C048_S011_OF_012"", ""C048_S012_OF_012"", ""C025_S001_OF_004"", ""C025_S002_OF_004""]",2697.188817,6.310778,74.82366,612.104878,174.206401,37.898477,0.0,0.0,True,[]
S0067,65,T1_015,T1_015,1,燃油,1140,19:00:00,1289.753861,21:29:45,2,5,25->92,"[""C025_S003_OF_004"", ""C025_S004_OF_004"", ""C092_S001_OF_003"", ""C092_S002_OF_003"", ""C092_S003_OF_003""]",2788.58005,6.489645,64.754778,942.761452,157.423426,34.247352,0.0,351.090674,True,[]
S0068,66,T1_013,T1_013,1,燃油,1165,19:25:00,1241.034928,20:41:02,1,4,47,"[""C047_S001_OF_004"", ""C047_S002_OF_004"", ""C047_S003_OF_004"", ""C047_S004_OF_004""]",2791.514978,8.09606,33.060607,493.891323,77.115008,16.776314,0.0,0.0,True,[]
S0070,67,T4_001,T4_001,4,新能源,587,09:47:00,715.077464,11:55:05,2,5,88->60,"[""C088_S001_OF_001"", ""C060_S001_OF_014"", ""C060_S002_OF_014"", ""C060_S003_OF_014"", ""C060_S004_OF_014""]",2910.066186,7.971077,45.577652,436.39274,30.36354,6.029199,0.0,0.0,True,[]
S0071,68,T4_002,T4_002,4,新能源,600,10:00:00,682.285056,11:22:17,1,4,60,"[""C060_S005_OF_014"", ""C060_S006_OF_014"", ""C060_S007_OF_014"", ""C060_S008_OF_014""]",2830.465486,7.433597,36.748183,428.359135,23.660866,4.698269,0.0,0.0,True,[]
S0072,69,T1_014,T1_014,1,燃油,600,10:00:00,682.285056,11:22:17,1,4,60,"[""C060_S009_OF_014"", ""C060_S010_OF_014"", ""C060_S011_OF_014"", ""C060_S012_OF_014""]",2830.465486,7.433597,36.748183,504.592429,85.904062,18.688367,0.0,0.0,True,[]
S0073,70,T1_016,T1_016,1,燃油,660,11:00:00,1243.397172,20:43:24,2,4,60->72,"[""C060_S013_OF_014"", ""C060_S014_OF_014"", ""C072_S001_OF_004"", ""C072_S002_OF_004""]",2777.894343,7.467079,73.252052,725.336824,165.85626,36.08191,123.398654,0.0,True,[]
S0074,71,T1_011,T1_011,1,燃油,1230,20:30:00,1451.433753,00:11:26,2,4,72->68,"[""C072_S003_OF_004"", ""C072_S004_OF_004"", ""C068_S001_OF_010"", ""C068_S002_OF_010""]",2845.65908,7.23686,107.045914,886.447502,247.189031,53.775795,0.0,185.482677,True,[]
S0075,72,T1_005,T1_005,1,燃油,1230,20:30:00,1422.503425,23:42:30,1,4,68,"[""C068_S003_OF_010"", ""C068_S004_OF_010"", ""C068_S005_OF_010"", ""C068_S006_OF_010""]",2965.99496,6.97316,101.777021,798.75533,239.726563,52.15234,0.0,106.876427,True,[]
S0076,73,T1_014,T1_014,1,燃油,1230,20:30:00,1422.503425,23:42:30,1,4,68,"[""C068_S007_OF_010"", ""C068_S008_OF_010"", ""C068_S009_OF_010"", ""C068_S010_OF_010""]",2965.99496,6.97316,101.777021,798.75533,239.726563,52.15234,0.0,106.876427,True,[]
S0077,74,T1_015,T1_015,1,燃油,728,12:08:00,919.25548,15:19:15,1,4,41,"[""C041_S001_OF_004"", ""C041_S002_OF_004"", ""C041_S003_OF_004"", ""C041_S004_OF_004""]",2786.4185,7.982144,112.020733,716.641223,259.684162,56.494102,0.0,0.46296,True,[]
S0078,75,T1_017,T1_017,1,燃油,890,14:50:00,1051.62351,17:31:37,1,4,65,"[""C065_S001_OF_009"", ""C065_S002_OF_009"", ""C065_S003_OF_009"", ""C065_S004_OF_009""]",2912.260756,7.903493,86.874538,647.720068,203.45794,44.262128,0.0,0.0,True,[]
S0079,76,T1_017,T1_017,1,燃油,1080,18:00:00,1247.244979,20:47:15,1,4,65,"[""C065_S005_OF_009"", ""C065_S006_OF_009"", ""C065_S007_OF_009"", ""C065_S008_OF_009""]",2912.260756,7.903493,86.874538,740.581414,204.013103,44.382903,0.0,92.185408,True,[]
S0080,77,T1_018,T1_018,1,燃油,953,15:53:00,1206.757456,20:06:45,3,5,65->29->69,"[""C065_S009_OF_009"", ""C029_S001_OF_002"", ""C029_S002_OF_002"", ""C069_S001_OF_004"", ""C069_S002_OF_004""]",2746.453139,7.055523,114.316899,766.575253,261.269554,56.839003,0.0,48.466697,True,[]
S0081,78,T1_019,T1_019,1,燃油,780,13:00:00,1085.278849,18:05:17,3,4,74->69->63,"[""C074_S002_OF_006"", ""C069_S003_OF_004"", ""C069_S004_OF_004"", ""C063_S001_OF_012""]",2605.983851,6.836618,162.762206,873.315381,380.749112,82.831694,8.541798,1.192777,True,[]
S0082,79,T1_019,T1_019,1,燃油,1110,18:30:00,1289.931762,21:29:56,1,4,63,"[""C063_S002_OF_012"", ""C063_S003_OF_012"", ""C063_S004_OF_012"", ""C063_S005_OF_012""]",2897.663333,7.92595,94.35974,799.549765,221.410503,48.167695,0.0,129.971568,True,[]
S0083,80,T1_020,T1_020,1,燃油,882,14:42:00,1051.965881,17:31:58,1,4,63,"[""C063_S006_OF_012"", ""C063_S007_OF_012"", ""C063_S008_OF_012"", ""C063_S009_OF_012""]",2897.663333,7.92595,94.35974,668.414137,220.412612,47.950604,0.050921,0.0,True,[]
S0084,81,T1_020,T1_020,1,燃油,1054,17:34:00,1282.335833,21:22:20,2,4,63->80,"[""C063_S010_OF_012"", ""C063_S011_OF_012"", ""C063_S012_OF_012"", ""C080_S001_OF_001""]",2679.588,7.847342,111.118142,843.786943,253.419867,55.131309,0.0,135.235766,True,[]
S0085,82,T1_021,T1_021,1,燃油,931,15:31:00,1155.794763,19:15:48,2,4,24->36,"[""C024_S001_OF_002"", ""C024_S002_OF_002"", ""C036_S001_OF_005"", ""C036_S002_OF_005""]",2585.86918,7.079094,108.92019,753.235238,248.365759,54.031791,0.061424,50.776264,True,[]
S0086,83,T1_022,T1_022,1,燃油,772,12:52:00,1104.758507,18:24:46,3,5,74->36->90,"[""C074_S001_OF_006"", ""C036_S003_OF_005"", ""C036_S004_OF_005"", ""C036_S005_OF_005"", ""C090_S001_OF_001""]",2823.286687,8.234306,175.397512,943.644172,401.48895,87.343631,7.446657,47.364935,True,[]
S0087,84,T1_021,T1_021,1,燃油,568,09:28:00,856.493034,14:16:30,1,4,59,"[""C059_S001_OF_012"", ""C059_S002_OF_012"", ""C059_S003_OF_012"", ""C059_S004_OF_012""]",2940.488171,7.748357,164.154553,868.115451,384.473516,83.641935,0.0,0.0,True,[]
S0088,85,T1_018,T1_018,1,燃油,568,09:28:00,856.493034,14:16:30,1,4,59,"[""C059_S005_OF_012"", ""C059_S006_OF_012"", ""C059_S007_OF_012"", ""C059_S008_OF_012""]",2940.488171,7.748357,164.154553,868.115451,384.473516,83.641935,0.0,0.0,True,[]
S0089,86,T1_013,T1_013,1,燃油,568,09:28:00,856.493034,14:16:30,1,4,59,"[""C059_S009_OF_012"", ""C059_S010_OF_012"", ""C059_S011_OF_012"", ""C059_S012_OF_012""]",2940.488171,7.748357,164.154553,868.115451,384.473516,83.641935,0.0,0.0,True,[]
S0090,87,T1_023,T1_023,1,燃油,873,14:33:00,1206.937807,20:06:56,3,5,83->84->55,"[""C083_S001_OF_002"", ""C084_S001_OF_003"", ""C084_S002_OF_003"", ""C084_S003_OF_003"", ""C055_S001_OF_017""]",2786.191015,7.639092,146.121869,815.193562,332.299472,72.29151,10.60258,0.0,True,[]
S0091,88,T1_022,T1_022,1,燃油,1110,18:30:00,1353.875614,22:33:53,1,4,55,"[""C055_S002_OF_017"", ""C055_S003_OF_017"", ""C055_S004_OF_017"", ""C055_S005_OF_017""]",2870.034659,7.497927,132.086612,835.059815,309.456312,67.321997,0.0,58.281506,True,[]
