route_id,vehicle_id,vehicle_instance_id,vehicle_type_id,energy_type,arc_seq,from_node,to_node,to_is_green,green_access_violation,depart_min,depart_time,arrival_min,arrival_time,service_start_min,service_start_time,leave_min,leave_time,travel_minutes,distance_km,waiting_minutes,late_minutes,remaining_weight_after_service,remaining_volume_after_service,energy_cost,carbon_cost,traffic_segments
S0008,T4_004,T4_004,4,新能源,1,0,40,False,False,990.0,16:30:00,1082.27823,18:02:17,1082.27823,18:02:17,1102.27823,18:22:17,92.27823,54.444156,0.0,0.0,0.0,0.0,39.533294,7.850011,"[{""start_min"": 990.0, ""end_min"": 1020.0, ""speed_kmh"": 35.4, ""distance_km"": 17.7, ""period_label"": ""N""}, {""start_min"": 1020.0, ""end_min"": 1082.27823, ""speed_kmh"": 35.4, ""distance_km"": 36.744156, ""period_label"": ""FALLBACK""}]"
S0008,T4_004,T4_004,4,新能源,2,40,0,False,False,1102.27823,18:22:17,1194.55646,19:54:33,1194.55646,19:54:33,1194.55646,19:54:33,92.27823,54.444156,0.0,0.0,0.0,0.0,30.087003,5.974288,"[{""start_min"": 1102.27823, ""end_min"": 1194.55646, ""speed_kmh"": 35.4, ""distance_km"": 54.444156, ""period_label"": ""FALLBACK""}]"
S0009,T4_004,T4_004,4,新能源,1,0,38,False,False,578.0,09:38:00,681.896175,11:21:54,681.896175,11:21:54,701.896175,11:41:54,103.896175,68.59541,0.0,0.0,1492.64656,3.702878,50.14961,9.958061,"[{""start_min"": 578.0, ""end_min"": 600.0, ""speed_kmh"": 55.3, ""distance_km"": 20.276667, ""period_label"": ""S""}, {""start_min"": 600.0, ""end_min"": 681.896175, ""speed_kmh"": 35.4, ""distance_km"": 48.318743, ""period_label"": ""N""}]"
S0009,T4_004,T4_004,4,新能源,2,38,7,True,False,701.896175,11:41:54,783.885702,13:03:53,783.885702,13:03:53,803.885702,13:23:53,81.989527,16.33828,0.0,0.0,0.0,0.0,10.967457,2.177776,"[{""start_min"": 701.896175, ""end_min"": 780.0, ""speed_kmh"": 9.8, ""distance_km"": 12.756958, ""period_label"": ""C""}, {""start_min"": 780.0, ""end_min"": 783.885702, ""speed_kmh"": 55.3, ""distance_km"": 3.581322, ""period_label"": ""S""}]"
S0009,T4_004,T4_004,4,新能源,3,7,0,False,False,803.885702,13:23:53,871.375098,14:31:23,871.375098,14:31:23,871.375098,14:31:23,67.489396,62.202727,0.0,0.0,0.0,0.0,34.516253,6.853791,"[{""start_min"": 803.885702, ""end_min"": 871.375098, ""speed_kmh"": 55.3, ""distance_km"": 62.202727, ""period_label"": ""S""}]"
S0010,T4_003,T4_003,4,新能源,1,0,7,True,False,780.0,13:00:00,847.489396,14:07:29,847.489396,14:07:29,867.489396,14:27:29,67.489396,62.202727,0.0,0.0,0.0,0.0,46.537718,9.240858,"[{""start_min"": 780.0, ""end_min"": 847.489396, ""speed_kmh"": 55.3, ""distance_km"": 62.202727, ""period_label"": ""S""}]"
S0010,T4_003,T4_003,4,新能源,2,7,0,False,False,867.489396,14:27:29,954.642013,15:54:39,954.642013,15:54:39,954.642013,15:54:39,87.152616,62.202727,0.0,0.0,0.0,0.0,34.442813,6.839209,"[{""start_min"": 867.489396, ""end_min"": 900.0, ""speed_kmh"": 55.3, ""distance_km"": 29.96394, ""period_label"": ""S""}, {""start_min"": 900.0, ""end_min"": 954.642013, ""speed_kmh"": 35.4, ""distance_km"": 32.238787, ""period_label"": ""N""}]"
S0011,T4_002,T4_002,4,新能源,1,0,7,True,False,780.0,13:00:00,847.489396,14:07:29,847.489396,14:07:29,867.489396,14:27:29,67.489396,62.202727,0.0,0.0,0.0,0.0,46.537718,9.240858,"[{""start_min"": 780.0, ""end_min"": 847.489396, ""speed_kmh"": 55.3, ""distance_km"": 62.202727, ""period_label"": ""S""}]"
S0011,T4_002,T4_002,4,新能源,2,7,0,False,False,867.489396,14:27:29,954.642013,15:54:39,954.642013,15:54:39,954.642013,15:54:39,87.152616,62.202727,0.0,0.0,0.0,0.0,34.442813,6.839209,"[{""start_min"": 867.489396, ""end_min"": 900.0, ""speed_kmh"": 55.3, ""distance_km"": 29.96394, ""period_label"": ""S""}, {""start_min"": 900.0, ""end_min"": 954.642013, ""speed_kmh"": 35.4, ""distance_km"": 32.238787, ""period_label"": ""N""}]"
S0012,T4_004,T4_004,4,新能源,1,0,4,True,False,1199.0,19:59:00,1258.371478,20:58:22,1258.371478,20:58:22,1278.371478,21:18:22,59.371478,35.029172,0.0,21.371478,1253.328333,4.852497,25.448574,5.053249,"[{""start_min"": 1199.0, ""end_min"": 1258.371478, ""speed_kmh"": 35.4, ""distance_km"": 35.029172, ""period_label"": ""FALLBACK""}]"
S0012,T4_004,T4_004,4,新能源,2,4,10,True,False,1278.371478,21:18:22,1300.871843,21:40:52,1300.871843,21:40:52,1320.871843,22:00:52,22.500365,13.275215,0.0,71.871843,0.0,-0.0,8.408874,1.669725,"[{""start_min"": 1278.371478, ""end_min"": 1300.871843, ""speed_kmh"": 35.4, ""distance_km"": 13.275215, ""period_label"": ""FALLBACK""}]"
S0012,T4_004,T4_004,4,新能源,3,10,0,False,False,1320.871843,22:00:52,1404.157691,23:24:09,1404.157691,23:24:09,1404.157691,23:24:09,83.285848,49.138651,0.0,0.0,0.0,-0.0,27.155068,5.392102,"[{""start_min"": 1320.871843, ""end_min"": 1404.157691, ""speed_kmh"": 35.4, ""distance_km"": 49.138651, ""period_label"": ""FALLBACK""}]"
S0013,T4_005,T4_005,4,新能源,1,0,10,True,False,1140.0,19:00:00,1223.285848,20:23:17,1223.285848,20:23:17,1243.285848,20:43:17,83.285848,49.138651,0.0,0.0,0.0,0.0,35.096385,6.968986,"[{""start_min"": 1140.0, ""end_min"": 1223.285848, ""speed_kmh"": 35.4, ""distance_km"": 49.138651, ""period_label"": ""FALLBACK""}]"
S0013,T4_005,T4_005,4,新能源,2,10,0,False,False,1243.285848,20:43:17,1326.571697,22:06:34,1326.571697,22:06:34,1326.571697,22:06:34,83.285848,49.138651,0.0,0.0,0.0,0.0,27.155068,5.392102,"[{""start_min"": 1243.285848, ""end_min"": 1326.571697, ""speed_kmh"": 35.4, ""distance_km"": 49.138651, ""period_label"": ""FALLBACK""}]"
S0014,T4_005,T4_005,4,新能源,1,0,5,True,False,1335.0,22:15:00,1407.917812,23:27:55,1407.917812,23:27:55,1427.917812,23:47:55,72.917812,43.021509,0.0,181.917812,2236.8216,5.9916,32.008128,6.35576,"[{""start_min"": 1335.0, ""end_min"": 1407.917812, ""speed_kmh"": 35.4, ""distance_km"": 43.021509, ""period_label"": ""FALLBACK""}]"
S0014,T4_005,T4_005,4,新能源,2,5,6,True,False,1427.917812,23:47:55,1435.843591,23:55:51,1435.843591,23:55:51,1455.843591,00:15:51,7.925779,4.67621,0.0,656.843591,0.0,0.0,3.258546,0.64704,"[{""start_min"": 1427.917812, ""end_min"": 1435.843591, ""speed_kmh"": 35.4, ""distance_km"": 4.67621, ""period_label"": ""FALLBACK""}]"
S0014,T4_005,T4_005,4,新能源,3,6,0,False,False,1455.843591,00:15:51,1524.721785,01:24:43,1524.721785,01:24:43,1524.721785,01:24:43,68.878194,40.638134,0.0,0.0,0.0,0.0,22.457501,4.45932,"[{""start_min"": 1455.843591, ""end_min"": 1524.721785, ""speed_kmh"": 35.4, ""distance_km"": 40.638134, ""period_label"": ""FALLBACK""}]"
S0015,T4_005,T4_005,4,新能源,1,0,6,True,False,646.0,10:46:00,779.866128,12:59:52,779.866128,12:59:52,799.866128,13:19:52,133.866128,40.638134,0.0,0.866128,235.0181,0.70348,29.384159,5.834726,"[{""start_min"": 646.0, ""end_min"": 690.0, ""speed_kmh"": 35.4, ""distance_km"": 25.96, ""period_label"": ""N""}, {""start_min"": 690.0, ""end_min"": 779.866128, ""speed_kmh"": 9.8, ""distance_km"": 14.678134, ""period_label"": ""C""}]"
S0015,T4_005,T4_005,4,新能源,2,6,3,True,False,799.866128,13:19:52,803.498019,13:23:30,873.0,14:33:00,893.0,14:53:00,3.631892,3.347394,69.501981,0.0,-0.0,-0.0,1.908396,0.378945,"[{""start_min"": 799.866128, ""end_min"": 803.498019, ""speed_kmh"": 55.3, ""distance_km"": 3.347394, ""period_label"": ""S""}]"
S0015,T4_005,T4_005,4,新能源,3,3,0,False,False,893.0,14:53:00,1006.748227,16:46:45,1006.748227,16:46:45,1006.748227,16:46:45,113.748227,69.43312,0.0,0.0,-0.0,-0.0,38.384922,7.621982,"[{""start_min"": 893.0, ""end_min"": 900.0, ""speed_kmh"": 55.3, ""distance_km"": 6.451667, ""period_label"": ""S""}, {""start_min"": 900.0, ""end_min"": 1006.748227, ""speed_kmh"": 35.4, ""distance_km"": 62.981454, ""period_label"": ""N""}]"
S0016,T4_006,T4_006,4,新能源,1,0,39,False,False,794.0,13:14:00,899.336002,14:59:20,899.336002,14:59:20,919.336002,15:19:20,105.336002,97.084682,0.0,0.0,1899.871,4.76611,70.029229,13.905499,"[{""start_min"": 794.0, ""end_min"": 899.336002, ""speed_kmh"": 55.3, ""distance_km"": 97.084682, ""period_label"": ""S""}]"
S0016,T4_006,T4_006,4,新能源,2,39,78,False,False,919.336002,15:19:20,978.010682,16:18:01,1194.0,19:54:00,1214.0,20:14:00,58.67468,34.618061,215.989318,0.0,17.48,0.04201,23.371026,4.640716,"[{""start_min"": 919.336002, ""end_min"": 978.010682, ""speed_kmh"": 35.4, ""distance_km"": 34.618061, ""period_label"": ""N""}]"
S0016,T4_006,T4_006,4,新能源,3,78,97,False,False,1214.0,20:14:00,1228.312778,20:28:19,1228.312778,20:28:19,1248.312778,20:48:19,14.312778,8.444539,0.0,317.312778,0.0,-0.0,4.67615,0.928529,"[{""start_min"": 1214.0, ""end_min"": 1228.312778, ""speed_kmh"": 35.4, ""distance_km"": 8.444539, ""period_label"": ""FALLBACK""}]"
S0016,T4_006,T4_006,4,新能源,4,97,0,False,False,1248.312778,20:48:19,1355.046322,22:35:03,1355.046322,22:35:03,1355.046322,22:35:03,106.733544,62.972791,0.0,0.0,0.0,-0.0,34.800109,6.910156,"[{""start_min"": 1248.312778, ""end_min"": 1355.046322, ""speed_kmh"": 35.4, ""distance_km"": 62.972791, ""period_label"": ""FALLBACK""}]"
S0017,T4_007,T4_007,4,新能源,1,0,76,False,False,575.0,09:35:00,624.716364,10:24:43,624.716364,10:24:43,644.716364,10:44:43,49.716364,37.624322,0.0,0.0,1270.99238,2.965477,26.990511,5.359427,"[{""start_min"": 575.0, ""end_min"": 600.0, ""speed_kmh"": 55.3, ""distance_km"": 23.041667, ""period_label"": ""S""}, {""start_min"": 600.0, ""end_min"": 624.716364, ""speed_kmh"": 35.4, ""distance_km"": 14.582655, ""period_label"": ""N""}]"
S0017,T4_007,T4_007,4,新能源,2,76,85,False,False,644.716364,10:44:43,647.886659,10:47:53,647.886659,10:47:53,667.886659,11:07:53,3.170295,1.870474,0.0,0.0,677.16208,1.544527,1.186938,0.235687,"[{""start_min"": 644.716364, ""end_min"": 647.886659, ""speed_kmh"": 35.4, ""distance_km"": 1.870474, ""period_label"": ""N""}]"
S0017,T4_007,T4_007,4,新能源,3,85,31,False,False,667.886659,11:07:53,677.531388,11:17:32,1009.0,16:49:00,1029.0,17:09:00,9.644729,5.69039,331.468612,0.0,0.0,0.0,3.393064,0.673751,"[{""start_min"": 667.886659, ""end_min"": 677.531388, ""speed_kmh"": 35.4, ""distance_km"": 5.69039, ""period_label"": ""N""}]"
S0017,T4_007,T4_007,4,新能源,4,31,0,False,False,1029.0,17:09:00,1118.167034,18:38:10,1118.167034,18:38:10,1118.167034,18:38:10,89.167034,52.60855,0.0,0.0,0.0,0.0,29.072608,5.772863,"[{""start_min"": 1029.0, ""end_min"": 1118.167034, ""speed_kmh"": 35.4, ""distance_km"": 52.60855, ""period_label"": ""FALLBACK""}]"
S0018,T4_007,T4_007,4,新能源,1,0,31,False,False,1140.0,19:00:00,1229.167034,20:29:10,1229.167034,20:29:10,1249.167034,20:49:10,89.167034,52.60855,0.0,163.167034,0.0,0.0,38.259813,7.597139,"[{""start_min"": 1140.0, ""end_min"": 1229.167034, ""speed_kmh"": 35.4, ""distance_km"": 52.60855, ""period_label"": ""FALLBACK""}]"
S0018,T4_007,T4_007,4,新能源,2,31,0,False,False,1249.167034,20:49:10,1338.334069,22:18:20,1338.334069,22:18:20,1338.334069,22:18:20,89.167034,52.60855,0.0,0.0,0.0,0.0,29.072608,5.772863,"[{""start_min"": 1249.167034, ""end_min"": 1338.334069, ""speed_kmh"": 35.4, ""distance_km"": 52.60855, ""period_label"": ""FALLBACK""}]"
S0019,T4_008,T4_008,4,新能源,1,0,31,False,False,949.0,15:49:00,1038.167034,17:18:10,1038.167034,17:18:10,1058.167034,17:38:10,89.167034,52.60855,0.0,0.0,0.0,0.0,38.259813,7.597139,"[{""start_min"": 949.0, ""end_min"": 1020.0, ""speed_kmh"": 35.4, ""distance_km"": 41.89, ""period_label"": ""N""}, {""start_min"": 1020.0, ""end_min"": 1038.167034, ""speed_kmh"": 35.4, ""distance_km"": 10.71855, ""period_label"": ""FALLBACK""}]"
S0019,T4_008,T4_008,4,新能源,2,31,0,False,False,1058.167034,17:38:10,1147.334069,19:07:20,1147.334069,19:07:20,1147.334069,19:07:20,89.167034,52.60855,0.0,0.0,0.0,0.0,29.072608,5.772863,"[{""start_min"": 1058.167034, ""end_min"": 1147.334069, ""speed_kmh"": 35.4, ""distance_km"": 52.60855, ""period_label"": ""FALLBACK""}]"
S0020,T4_009,T4_009,4,新能源,1,0,83,False,False,873.0,14:33:00,882.844611,14:42:51,882.844611,14:42:51,902.844611,15:02:51,9.844611,9.07345,0.0,0.0,2384.82418,6.713657,6.707908,1.33197,"[{""start_min"": 873.0, ""end_min"": 882.844611, ""speed_kmh"": 55.3, ""distance_km"": 9.07345, ""period_label"": ""S""}]"
S0020,T4_009,T4_009,4,新能源,2,83,31,False,False,902.844611,15:02:51,976.065866,16:16:04,1009.0,16:49:00,1029.0,17:09:00,73.221255,43.20054,32.934134,0.0,1707.6621,5.16913,30.515864,6.059446,"[{""start_min"": 902.844611, ""end_min"": 976.065866, ""speed_kmh"": 35.4, ""distance_km"": 43.20054, ""period_label"": ""N""}]"
S0020,T4_009,T4_009,4,新能源,3,31,34,False,False,1029.0,17:09:00,1037.756168,17:17:45,1135.0,18:55:00,1155.0,19:15:00,8.756168,5.166139,97.243832,0.0,1343.6123,3.64803,3.423696,0.679833,"[{""start_min"": 1029.0, ""end_min"": 1037.756168, ""speed_kmh"": 35.4, ""distance_km"": 5.166139, ""period_label"": ""FALLBACK""}]"
S0020,T4_009,T4_009,4,新能源,4,34,81,False,False,1155.0,19:15:00,1162.972804,19:22:58,1162.972804,19:22:58,1182.972804,19:42:58,7.972804,4.703954,0.0,74.972804,0.0,-0.0,3.006991,0.597089,"[{""start_min"": 1155.0, ""end_min"": 1162.972804, ""speed_kmh"": 35.4, ""distance_km"": 4.703954, ""period_label"": ""FALLBACK""}]"
S0020,T4_009,T4_009,4,新能源,5,81,0,False,False,1182.972804,19:42:58,1279.230021,21:19:14,1279.230021,21:19:14,1279.230021,21:19:14,96.257217,56.791758,0.0,0.0,0.0,-0.0,31.384338,6.231896,"[{""start_min"": 1182.972804, ""end_min"": 1279.230021, ""speed_kmh"": 35.4, ""distance_km"": 56.791758, ""period_label"": ""FALLBACK""}]"
S0021,T4_008,T4_008,4,新能源,1,0,82,False,False,591.0,09:51:00,686.887704,11:26:53,701.0,11:41:00,721.0,12:01:00,95.887704,59.558745,14.112296,0.0,1408.627607,4.3398,44.081004,8.753036,"[{""start_min"": 591.0, ""end_min"": 600.0, ""speed_kmh"": 55.3, ""distance_km"": 8.295, ""period_label"": ""S""}, {""start_min"": 600.0, ""end_min"": 686.887704, ""speed_kmh"": 35.4, ""distance_km"": 51.263745, ""period_label"": ""N""}]"
S0021,T4_008,T4_008,4,新能源,2,82,66,False,False,721.0,12:01:00,745.893899,12:25:54,745.893899,12:25:54,765.893899,12:45:54,24.893899,4.066003,0.0,112.893899,-0.0,0.0,2.728963,0.541882,"[{""start_min"": 721.0, ""end_min"": 745.893899, ""speed_kmh"": 9.8, ""distance_km"": 4.066003, ""period_label"": ""C""}]"
S0021,T4_008,T4_008,4,新能源,3,66,0,False,False,765.893899,12:45:54,829.547884,13:49:33,829.547884,13:49:33,829.547884,13:49:33,63.653985,47.97063,0.0,0.0,-0.0,0.0,26.668488,5.295484,"[{""start_min"": 765.893899, ""end_min"": 780.0, ""speed_kmh"": 9.8, ""distance_km"": 2.303997, ""period_label"": ""C""}, {""start_min"": 780.0, ""end_min"": 829.547884, ""speed_kmh"": 55.3, ""distance_km"": 45.666633, ""period_label"": ""S""}]"
S0022,T4_009,T4_009,4,新能源,1,0,66,False,False,480.0,08:00:00,581.414788,09:41:25,581.414788,09:41:25,601.414788,10:01:25,101.414788,47.97063,0.0,0.0,1242.765,3.87636,35.129193,6.975501,"[{""start_min"": 480.0, ""end_min"": 540.0, ""speed_kmh"": 9.8, ""distance_km"": 9.8, ""period_label"": ""C""}, {""start_min"": 540.0, ""end_min"": 581.414788, ""speed_kmh"": 55.3, ""distance_km"": 38.17063, ""period_label"": ""S""}]"
S0022,T4_009,T4_009,4,新能源,2,66,16,False,False,601.414788,10:01:25,613.328225,10:13:20,613.328225,10:13:20,633.328225,10:33:20,11.913437,7.028928,0.0,0.0,1157.565,3.68326,4.447523,0.883132,"[{""start_min"": 601.414788, ""end_min"": 613.328225, ""speed_kmh"": 35.4, ""distance_km"": 7.028928, ""period_label"": ""N""}]"
S0022,T4_009,T4_009,4,新能源,3,16,79,False,False,633.328225,10:33:20,656.396207,10:56:24,656.396207,10:56:24,676.396207,11:16:24,23.067982,13.610109,0.0,11.396207,-0.0,0.0,8.536974,1.695162,"[{""start_min"": 633.328225, ""end_min"": 656.396207, ""speed_kmh"": 35.4, ""distance_km"": 13.610109, ""period_label"": ""N""}]"
S0022,T4_009,T4_009,4,新能源,4,79,0,False,False,676.396207,11:16:24,832.470234,13:52:28,832.470234,13:52:28,832.470234,13:52:28,156.074027,71.086303,0.0,0.0,-0.0,0.0,39.744029,7.891856,"[{""start_min"": 676.396207, ""end_min"": 690.0, ""speed_kmh"": 35.4, ""distance_km"": 8.026238, ""period_label"": ""N""}, {""start_min"": 690.0, ""end_min"": 780.0, ""speed_kmh"": 9.8, ""distance_km"": 14.7, ""period_label"": ""C""}, {""start_min"": 780.0, ""end_min"": 832.470234, ""speed_kmh"": 55.3, ""distance_km"": 48.360066, ""period_label"": ""S""}]"
S0023,T4_010,T4_010,4,新能源,1,0,79,False,False,570.0,09:30:00,673.620853,11:13:37,673.620853,11:13:37,693.620853,11:33:37,103.620853,71.086303,0.0,28.620853,1391.13774,3.390054,51.046512,10.136157,"[{""start_min"": 570.0, ""end_min"": 600.0, ""speed_kmh"": 55.3, ""distance_km"": 27.65, ""period_label"": ""S""}, {""start_min"": 600.0, ""end_min"": 673.620853, ""speed_kmh"": 35.4, ""distance_km"": 43.436303, ""period_label"": ""N""}]"
S0023,T4_010,T4_010,4,新能源,2,79,93,False,False,693.620853,11:33:37,767.093999,12:47:06,772.0,12:52:00,792.0,13:12:00,73.473146,12.000614,4.906001,0.0,1293.44164,3.055884,8.040287,1.596536,"[{""start_min"": 693.620853, ""end_min"": 767.093999, ""speed_kmh"": 9.8, ""distance_km"": 12.000614, ""period_label"": ""C""}]"
S0023,T4_010,T4_010,4,新能源,3,93,27,False,False,792.0,13:12:00,796.319107,13:16:19,1071.0,17:51:00,1091.0,18:11:00,4.319107,3.980777,274.680893,0.0,0.0,0.0,2.542262,0.504809,"[{""start_min"": 792.0, ""end_min"": 796.319107, ""speed_kmh"": 55.3, ""distance_km"": 3.980777, ""period_label"": ""S""}]"
S0023,T4_010,T4_010,4,新能源,4,27,0,False,False,1091.0,18:11:00,1223.888128,20:23:53,1223.888128,20:23:53,1223.888128,20:23:53,132.888128,78.403996,0.0,0.0,0.0,0.0,43.327722,8.603459,"[{""start_min"": 1091.0, ""end_min"": 1223.888128, ""speed_kmh"": 35.4, ""distance_km"": 78.403996, ""period_label"": ""FALLBACK""}]"
S0024,T1_001,T1_001,1,燃油,1,0,91,False,False,901.0,15:01:00,1000.050555,16:40:03,1000.050555,16:40:03,1020.050555,17:00:03,99.050555,58.439828,0.0,0.0,2837.386888,6.984778,159.482826,34.695374,"[{""start_min"": 901.0, ""end_min"": 1000.050555, ""speed_kmh"": 35.4, ""distance_km"": 58.439828, ""period_label"": ""N""}]"
S0024,T1_001,T1_001,1,燃油,2,91,95,False,False,1020.050555,17:00:03,1028.005572,17:08:00,1028.005572,17:08:00,1048.005572,17:28:00,7.955017,4.69346,0.0,94.005572,2728.036888,6.687318,12.721813,2.767621,"[{""start_min"": 1020.050555, ""end_min"": 1028.005572, ""speed_kmh"": 35.4, ""distance_km"": 4.69346, ""period_label"": ""FALLBACK""}]"
S0024,T1_001,T1_001,1,燃油,3,95,26,False,False,1048.005572,17:28:00,1055.213596,17:35:13,1055.213596,17:35:13,1075.213596,17:55:13,7.208024,4.252734,0.0,23.213596,2682.223688,6.551118,11.405273,2.481209,"[{""start_min"": 1048.005572, ""end_min"": 1055.213596, ""speed_kmh"": 35.4, ""distance_km"": 4.252734, ""period_label"": ""FALLBACK""}]"
S0024,T1_001,T1_001,1,燃油,4,26,27,False,False,1075.213596,17:55:13,1081.082347,18:01:05,1081.082347,18:01:05,1101.082347,18:21:05,5.868751,3.462563,0.0,0.0,742.061228,1.967292,9.244543,2.011144,"[{""start_min"": 1075.213596, ""end_min"": 1081.082347, ""speed_kmh"": 35.4, ""distance_km"": 3.462563, ""period_label"": ""FALLBACK""}]"
