route_id,vehicle_id,vehicle_type_id,arc_seq,from_node,to_node,depart_min,depart_time,arrival_min,arrival_time,service_start_min,service_start_time,leave_min,leave_time,travel_minutes,distance_km,waiting_minutes,late_minutes,remaining_weight_after_service,remaining_volume_after_service,energy_cost,carbon_cost,traffic_segments
S0005,T4_009,4,2,62,0,1182.841284,19:42:50,1265.682568,21:05:41,1265.682568,21:05:41,1265.682568,21:05:41,82.841284,48.876357,0.0,0.0,0.0,0.0,27.010119,5.36332,"[{""start_min"": 1182.841284, ""end_min"": 1265.682568, ""speed_kmh"": 35.4, ""distance_km"": 48.876357, ""period_label"": ""FALLBACK""}]"
S0006,T1_027,1,1,0,62,1080.0,18:00:00,1162.841284,19:22:50,1162.841284,19:22:50,1182.841284,19:42:50,82.841284,48.876357,0.0,0.0,1226.82752,4.01744,130.646431,28.422037,"[{""start_min"": 1080.0, ""end_min"": 1162.841284, ""speed_kmh"": 35.4, ""distance_km"": 48.876357, ""period_label"": ""FALLBACK""}]"
S0006,T1_027,1,2,62,71,1182.841284,19:42:50,1197.115638,19:57:07,1197.115638,19:57:07,1217.115638,20:17:07,14.274354,8.421869,0.0,0.0,0.0,0.0,19.271256,4.192448,"[{""start_min"": 1182.841284, ""end_min"": 1197.115638, ""speed_kmh"": 35.4, ""distance_km"": 8.421869, ""period_label"": ""FALLBACK""}]"
S0006,T1_027,1,3,71,0,1217.115638,20:17:07,1343.727744,22:23:44,1343.727744,22:23:44,1343.727744,22:23:44,126.612106,74.701143,0.0,0.0,0.0,0.0,146.904011,31.958861,"[{""start_min"": 1217.115638, ""end_min"": 1343.727744, ""speed_kmh"": 35.4, ""distance_km"": 74.701143, ""period_label"": ""FALLBACK""}]"
S0007,T1_009,1,1,0,71,1030.0,17:10:00,1156.612106,19:16:37,1159.0,19:19:00,1179.0,19:39:00,126.612106,74.701143,2.387894,0.0,717.508665,1.874482,197.003174,42.857898,"[{""start_min"": 1030.0, ""end_min"": 1156.612106, ""speed_kmh"": 35.4, ""distance_km"": 74.701143, ""period_label"": ""FALLBACK""}]"
S0007,T1_009,1,2,71,55,1179.0,19:39:00,1196.388159,19:56:23,1196.388159,19:56:23,1216.388159,20:16:23,17.388159,10.259014,0.0,44.388159,0.0,-0.0,22.105021,4.808931,"[{""start_min"": 1179.0, ""end_min"": 1196.388159, ""speed_kmh"": 35.4, ""distance_km"": 10.259014, ""period_label"": ""FALLBACK""}]"
S0007,T1_009,1,3,55,0,1216.388159,20:16:23,1328.325965,22:08:20,1328.325965,22:08:20,1328.325965,22:08:20,111.937807,66.043306,0.0,0.0,0.0,-0.0,129.877887,28.25484,"[{""start_min"": 1216.388159, ""end_min"": 1328.325965, ""speed_kmh"": 35.4, ""distance_km"": 66.043306, ""period_label"": ""FALLBACK""}]"
S0008,T1_022,1,1,0,55,990.0,16:30:00,1101.937807,18:21:56,1101.937807,18:21:56,1121.937807,18:41:56,111.937807,66.043306,0.0,0.0,0.0,0.0,179.578425,39.067157,"[{""start_min"": 990.0, ""end_min"": 1020.0, ""speed_kmh"": 35.4, ""distance_km"": 17.7, ""period_label"": ""N""}, {""start_min"": 1020.0, ""end_min"": 1101.937807, ""speed_kmh"": 35.4, ""distance_km"": 48.343306, ""period_label"": ""FALLBACK""}]"
S0008,T1_022,1,2,55,0,1121.937807,18:41:56,1233.875614,20:33:53,1233.875614,20:33:53,1233.875614,20:33:53,111.937807,66.043306,0.0,0.0,0.0,0.0,129.877887,28.25484,"[{""start_min"": 1121.937807, ""end_min"": 1233.875614, ""speed_kmh"": 35.4, ""distance_km"": 66.043306, ""period_label"": ""FALLBACK""}]"
S0009,T1_036,1,1,0,55,990.0,16:30:00,1101.937807,18:21:56,1101.937807,18:21:56,1121.937807,18:41:56,111.937807,66.043306,0.0,0.0,0.0,0.0,179.578425,39.067157,"[{""start_min"": 990.0, ""end_min"": 1020.0, ""speed_kmh"": 35.4, ""distance_km"": 17.7, ""period_label"": ""N""}, {""start_min"": 1020.0, ""end_min"": 1101.937807, ""speed_kmh"": 35.4, ""distance_km"": 48.343306, ""period_label"": ""FALLBACK""}]"
S0009,T1_036,1,2,55,0,1121.937807,18:41:56,1233.875614,20:33:53,1233.875614,20:33:53,1233.875614,20:33:53,111.937807,66.043306,0.0,0.0,0.0,0.0,129.877887,28.25484,"[{""start_min"": 1121.937807, ""end_min"": 1233.875614, ""speed_kmh"": 35.4, ""distance_km"": 66.043306, ""period_label"": ""FALLBACK""}]"
S0010,T1_037,1,1,0,55,990.0,16:30:00,1101.937807,18:21:56,1101.937807,18:21:56,1121.937807,18:41:56,111.937807,66.043306,0.0,0.0,0.0,0.0,179.578425,39.067157,"[{""start_min"": 990.0, ""end_min"": 1020.0, ""speed_kmh"": 35.4, ""distance_km"": 17.7, ""period_label"": ""N""}, {""start_min"": 1020.0, ""end_min"": 1101.937807, ""speed_kmh"": 35.4, ""distance_km"": 48.343306, ""period_label"": ""FALLBACK""}]"
S0010,T1_037,1,2,55,0,1121.937807,18:41:56,1233.875614,20:33:53,1233.875614,20:33:53,1233.875614,20:33:53,111.937807,66.043306,0.0,0.0,0.0,0.0,129.877887,28.25484,"[{""start_min"": 1121.937807, ""end_min"": 1233.875614, ""speed_kmh"": 35.4, ""distance_km"": 66.043306, ""period_label"": ""FALLBACK""}]"
S0011,T1_038,1,1,0,55,990.0,16:30:00,1101.937807,18:21:56,1101.937807,18:21:56,1121.937807,18:41:56,111.937807,66.043306,0.0,0.0,0.0,0.0,179.578425,39.067157,"[{""start_min"": 990.0, ""end_min"": 1020.0, ""speed_kmh"": 35.4, ""distance_km"": 17.7, ""period_label"": ""N""}, {""start_min"": 1020.0, ""end_min"": 1101.937807, ""speed_kmh"": 35.4, ""distance_km"": 48.343306, ""period_label"": ""FALLBACK""}]"
S0011,T1_038,1,2,55,0,1121.937807,18:41:56,1233.875614,20:33:53,1233.875614,20:33:53,1233.875614,20:33:53,111.937807,66.043306,0.0,0.0,0.0,0.0,129.877887,28.25484,"[{""start_min"": 1121.937807, ""end_min"": 1233.875614, ""speed_kmh"": 35.4, ""distance_km"": 66.043306, ""period_label"": ""FALLBACK""}]"
S0012,T4_007,4,1,0,59,569.0,09:29:00,692.483325,11:32:29,692.483325,11:32:29,712.483325,11:52:29,123.483325,82.077276,0.0,0.0,0.0,0.0,61.018301,12.116226,"[{""start_min"": 569.0, ""end_min"": 600.0, ""speed_kmh"": 55.3, ""distance_km"": 28.571667, ""period_label"": ""S""}, {""start_min"": 600.0, ""end_min"": 690.0, ""speed_kmh"": 35.4, ""distance_km"": 53.1, ""period_label"": ""N""}, {""start_min"": 690.0, ""end_min"": 692.483325, ""speed_kmh"": 9.8, ""distance_km"": 0.40561, ""period_label"": ""C""}]"
S0012,T4_007,4,2,59,0,712.483325,11:52:29,857.088122,14:17:05,857.088122,14:17:05,857.088122,14:17:05,144.604797,82.077276,0.0,0.0,0.0,0.0,45.782113,9.09082,"[{""start_min"": 712.483325, ""end_min"": 780.0, ""speed_kmh"": 9.8, ""distance_km"": 11.027724, ""period_label"": ""C""}, {""start_min"": 780.0, ""end_min"": 857.088122, ""speed_kmh"": 55.3, ""distance_km"": 71.049553, ""period_label"": ""S""}]"
S0013,T4_008,4,1,0,59,569.0,09:29:00,692.483325,11:32:29,692.483325,11:32:29,712.483325,11:52:29,123.483325,82.077276,0.0,0.0,0.0,0.0,61.018301,12.116226,"[{""start_min"": 569.0, ""end_min"": 600.0, ""speed_kmh"": 55.3, ""distance_km"": 28.571667, ""period_label"": ""S""}, {""start_min"": 600.0, ""end_min"": 690.0, ""speed_kmh"": 35.4, ""distance_km"": 53.1, ""period_label"": ""N""}, {""start_min"": 690.0, ""end_min"": 692.483325, ""speed_kmh"": 9.8, ""distance_km"": 0.40561, ""period_label"": ""C""}]"
S0013,T4_008,4,2,59,0,712.483325,11:52:29,857.088122,14:17:05,857.088122,14:17:05,857.088122,14:17:05,144.604797,82.077276,0.0,0.0,0.0,0.0,45.782113,9.09082,"[{""start_min"": 712.483325, ""end_min"": 780.0, ""speed_kmh"": 9.8, ""distance_km"": 11.027724, ""period_label"": ""C""}, {""start_min"": 780.0, ""end_min"": 857.088122, ""speed_kmh"": 55.3, ""distance_km"": 71.049553, ""period_label"": ""S""}]"
S0014,T4_009,4,1,0,59,569.0,09:29:00,692.483325,11:32:29,692.483325,11:32:29,712.483325,11:52:29,123.483325,82.077276,0.0,0.0,0.0,0.0,61.018301,12.116226,"[{""start_min"": 569.0, ""end_min"": 600.0, ""speed_kmh"": 55.3, ""distance_km"": 28.571667, ""period_label"": ""S""}, {""start_min"": 600.0, ""end_min"": 690.0, ""speed_kmh"": 35.4, ""distance_km"": 53.1, ""period_label"": ""N""}, {""start_min"": 690.0, ""end_min"": 692.483325, ""speed_kmh"": 9.8, ""distance_km"": 0.40561, ""period_label"": ""C""}]"
S0014,T4_009,4,2,59,0,712.483325,11:52:29,857.088122,14:17:05,857.088122,14:17:05,857.088122,14:17:05,144.604797,82.077276,0.0,0.0,0.0,0.0,45.782113,9.09082,"[{""start_min"": 712.483325, ""end_min"": 780.0, ""speed_kmh"": 9.8, ""distance_km"": 11.027724, ""period_label"": ""C""}, {""start_min"": 780.0, ""end_min"": 857.088122, ""speed_kmh"": 55.3, ""distance_km"": 71.049553, ""period_label"": ""S""}]"
S0015,T1_018,1,1,0,6,646.0,10:46:00,779.866128,12:59:52,779.866128,12:59:52,799.866128,13:19:52,133.866128,40.638134,0.0,0.866128,1940.8888,5.29804,114.074035,24.816724,"[{""start_min"": 646.0, ""end_min"": 690.0, ""speed_kmh"": 35.4, ""distance_km"": 25.96, ""period_label"": ""N""}, {""start_min"": 690.0, ""end_min"": 779.866128, ""speed_kmh"": 9.8, ""distance_km"": 14.678134, ""period_label"": ""C""}]"
S0015,T1_018,1,2,6,3,799.866128,13:19:52,803.498019,13:23:30,873.0,14:33:00,893.0,14:53:00,3.631892,3.347394,69.501981,0.0,1705.8707,4.59456,8.103561,1.762924,"[{""start_min"": 799.866128, ""end_min"": 803.498019, ""speed_kmh"": 55.3, ""distance_km"": 3.347394, ""period_label"": ""S""}]"
S0015,T1_018,1,3,3,84,893.0,14:53:00,960.227402,16:00:14,974.0,16:14:00,994.0,16:34:00,67.227402,41.985834,13.772598,0.0,100.6088,0.22653,101.003856,21.973316,"[{""start_min"": 893.0, ""end_min"": 900.0, ""speed_kmh"": 55.3, ""distance_km"": 6.451667, ""period_label"": ""S""}, {""start_min"": 900.0, ""end_min"": 960.227402, ""speed_kmh"": 35.4, ""distance_km"": 35.534167, ""period_label"": ""N""}]"
S0015,T1_018,1,4,84,90,994.0,16:34:00,1010.848321,16:50:51,1010.848321,16:50:51,1030.848321,17:10:51,16.848321,9.940509,0.0,101.848321,0.0,-0.0,19.810807,4.309827,"[{""start_min"": 994.0, ""end_min"": 1010.848321, ""speed_kmh"": 35.4, ""distance_km"": 9.940509, ""period_label"": ""N""}]"
S0015,T1_018,1,5,90,0,1030.848321,17:10:51,1149.782518,19:09:47,1149.782518,19:09:47,1149.782518,19:09:47,118.934197,70.171176,0.0,0.0,0.0,-0.0,137.995576,30.020838,"[{""start_min"": 1030.848321, ""end_min"": 1149.782518, ""speed_kmh"": 35.4, ""distance_km"": 70.171176, ""period_label"": ""FALLBACK""}]"
S0016,T4_007,4,1,0,5,1110.0,18:30:00,1182.917812,19:42:55,1182.917812,19:42:55,1202.917812,20:02:55,72.917812,43.021509,0.0,0.0,2168.811845,5.895324,31.81949,6.318303,"[{""start_min"": 1110.0, ""end_min"": 1182.917812, ""speed_kmh"": 35.4, ""distance_km"": 43.021509, ""period_label"": ""FALLBACK""}]"
S0016,T4_007,4,2,5,50,1202.917812,20:02:55,1242.359393,20:42:22,1242.359393,20:42:22,1262.359393,21:02:22,39.441581,23.270533,0.0,0.0,0.0,0.0,16.113682,3.199647,"[{""start_min"": 1202.917812, ""end_min"": 1242.359393, ""speed_kmh"": 35.4, ""distance_km"": 23.270533, ""period_label"": ""FALLBACK""}]"
S0016,T4_007,4,3,50,0,1262.359393,21:02:22,1381.836077,23:01:50,1381.836077,23:01:50,1381.836077,23:01:50,119.476683,70.491243,0.0,0.0,0.0,0.0,38.954966,7.735174,"[{""start_min"": 1262.359393, ""end_min"": 1381.836077, ""speed_kmh"": 35.4, ""distance_km"": 70.491243, ""period_label"": ""FALLBACK""}]"
S0017,T1_011,1,1,0,50,1110.0,18:30:00,1229.476683,20:29:29,1229.476683,20:29:29,1249.476683,20:49:29,119.476683,70.491243,0.0,0.0,0.0,0.0,192.074172,41.785597,"[{""start_min"": 1110.0, ""end_min"": 1229.476683, ""speed_kmh"": 35.4, ""distance_km"": 70.491243, ""period_label"": ""FALLBACK""}]"
S0017,T1_011,1,2,50,0,1249.476683,20:49:29,1368.953367,22:48:57,1368.953367,22:48:57,1368.953367,22:48:57,119.476683,70.491243,0.0,0.0,0.0,0.0,138.625006,30.15777,"[{""start_min"": 1249.476683, ""end_min"": 1368.953367, ""speed_kmh"": 35.4, ""distance_km"": 70.491243, ""period_label"": ""FALLBACK""}]"
S0018,T1_005,1,1,0,50,1089.0,18:09:00,1208.476683,20:08:29,1209.0,20:09:00,1229.0,20:29:00,119.476683,70.491243,0.523317,0.0,9.3722,0.07403,192.247401,41.823283,"[{""start_min"": 1089.0, ""end_min"": 1208.476683, ""speed_kmh"": 35.4, ""distance_km"": 70.491243, ""period_label"": ""FALLBACK""}]"
S0018,T1_005,1,2,50,19,1229.0,20:29:00,1253.788927,20:53:47,1253.788927,20:53:47,1273.788927,21:13:47,24.788927,14.625467,0.0,25.788927,-0.0,-0.0,28.797747,6.264929,"[{""start_min"": 1229.0, ""end_min"": 1253.788927, ""speed_kmh"": 35.4, ""distance_km"": 14.625467, ""period_label"": ""FALLBACK""}]"
S0018,T1_005,1,3,19,0,1273.788927,21:13:47,1486.089412,00:46:05,1486.089412,00:46:05,1486.089412,00:46:05,212.300485,125.257286,0.0,0.0,-0.0,-0.0,246.32552,53.587939,"[{""start_min"": 1273.788927, ""end_min"": 1486.089412, ""speed_kmh"": 35.4, ""distance_km"": 125.257286, ""period_label"": ""FALLBACK""}]"
S0020,T1_020,1,1,0,10,1110.0,18:30:00,1193.285848,19:53:17,1193.285848,19:53:17,1213.285848,20:13:17,83.285848,49.138651,0.0,0.0,0.0,0.0,128.931006,28.048847,"[{""start_min"": 1110.0, ""end_min"": 1193.285848, ""speed_kmh"": 35.4, ""distance_km"": 49.138651, ""period_label"": ""FALLBACK""}]"
S0020,T1_020,1,2,10,0,1213.285848,20:13:17,1296.571697,21:36:34,1296.571697,21:36:34,1296.571697,21:36:34,83.285848,49.138651,0.0,0.0,0.0,0.0,96.633928,21.022641,"[{""start_min"": 1213.285848, ""end_min"": 1296.571697, ""speed_kmh"": 35.4, ""distance_km"": 49.138651, ""period_label"": ""FALLBACK""}]"
S0022,T1_014,1,1,0,6,626.0,10:26:00,707.62123,11:47:37,707.62123,11:47:37,727.62123,12:07:37,81.62123,40.638134,0.0,0.0,0.0,0.0,112.812779,24.542338,"[{""start_min"": 626.0, ""end_min"": 690.0, ""speed_kmh"": 35.4, ""distance_km"": 37.76, ""period_label"": ""N""}, {""start_min"": 690.0, ""end_min"": 707.62123, ""speed_kmh"": 9.8, ""distance_km"": 2.878134, ""period_label"": ""C""}]"
S0022,T1_014,1,2,6,0,727.62123,12:07:37,814.809694,13:34:49,814.809694,13:34:49,814.809694,13:34:49,87.188465,40.638134,0.0,0.0,0.0,0.0,80.898558,17.599423,"[{""start_min"": 727.62123, ""end_min"": 780.0, ""speed_kmh"": 9.8, ""distance_km"": 8.555199, ""period_label"": ""C""}, {""start_min"": 780.0, ""end_min"": 814.809694, ""speed_kmh"": 55.3, ""distance_km"": 32.082935, ""period_label"": ""S""}]"
S0023,T1_005,1,1,0,42,583.0,09:43:00,679.491271,11:19:29,679.491271,11:19:29,699.491271,11:39:29,96.491271,62.568183,0.0,0.0,0.0,0.0,168.456712,36.647636,"[{""start_min"": 583.0, ""end_min"": 600.0, ""speed_kmh"": 55.3, ""distance_km"": 15.668333, ""period_label"": ""S""}, {""start_min"": 600.0, ""end_min"": 679.491271, ""speed_kmh"": 35.4, ""distance_km"": 46.89985, ""period_label"": ""N""}]"
S0023,T1_005,1,2,42,0,699.491271,11:39:29,833.618543,13:53:37,833.618543,13:53:37,833.618543,13:53:37,134.127272,62.568183,0.0,0.0,0.0,0.0,124.547711,27.095264,"[{""start_min"": 699.491271, ""end_min"": 780.0, ""speed_kmh"": 9.8, ""distance_km"": 13.149759, ""period_label"": ""C""}, {""start_min"": 780.0, ""end_min"": 833.618543, ""speed_kmh"": 55.3, ""distance_km"": 49.418424, ""period_label"": ""S""}]"
S0024,T1_006,1,1,0,42,583.0,09:43:00,679.491271,11:19:29,679.491271,11:19:29,699.491271,11:39:29,96.491271,62.568183,0.0,0.0,0.0,0.0,168.456712,36.647636,"[{""start_min"": 583.0, ""end_min"": 600.0, ""speed_kmh"": 55.3, ""distance_km"": 15.668333, ""period_label"": ""S""}, {""start_min"": 600.0, ""end_min"": 679.491271, ""speed_kmh"": 35.4, ""distance_km"": 46.89985, ""period_label"": ""N""}]"
S0024,T1_006,1,2,42,0,699.491271,11:39:29,833.618543,13:53:37,833.618543,13:53:37,833.618543,13:53:37,134.127272,62.568183,0.0,0.0,0.0,0.0,124.547711,27.095264,"[{""start_min"": 699.491271, ""end_min"": 780.0, ""speed_kmh"": 9.8, ""distance_km"": 13.149759, ""period_label"": ""C""}, {""start_min"": 780.0, ""end_min"": 833.618543, ""speed_kmh"": 55.3, ""distance_km"": 49.418424, ""period_label"": ""S""}]"
S0025,T1_007,1,1,0,42,584.0,09:44:00,681.053418,11:21:03,681.053418,11:21:03,701.053418,11:41:03,97.053418,62.568183,0.0,0.053418,2241.139334,5.733521,170.507577,37.0938,"[{""start_min"": 584.0, ""end_min"": 600.0, ""speed_kmh"": 55.3, ""distance_km"": 14.746667, ""period_label"": ""S""}, {""start_min"": 600.0, ""end_min"": 681.053418, ""speed_kmh"": 35.4, ""distance_km"": 47.821517, ""period_label"": ""N""}]"
S0025,T1_007,1,2,42,52,701.053418,11:41:03,710.268079,11:50:16,905.0,15:05:00,925.0,15:25:00,9.214662,1.505061,194.731921,0.0,0.0,0.0,4.386525,0.954285,"[{""start_min"": 701.053418, ""end_min"": 710.268079, ""speed_kmh"": 9.8, ""distance_km"": 1.505061, ""period_label"": ""C""}]"
S0025,T1_007,1,3,52,0,925.0,15:25:00,1075.996225,17:56:00,1075.996225,17:56:00,1075.996225,17:56:00,150.996225,89.087773,0.0,0.0,0.0,0.0,175.196131,38.113792,"[{""start_min"": 925.0, ""end_min"": 1020.0, ""speed_kmh"": 35.4, ""distance_km"": 56.05, ""period_label"": ""N""}, {""start_min"": 1020.0, ""end_min"": 1075.996225, ""speed_kmh"": 35.4, ""distance_km"": 33.037773, ""period_label"": ""FALLBACK""}]"
S0026,T1_016,1,1,0,52,807.0,13:27:00,905.716564,15:05:43,905.716564,15:05:43,925.716564,15:25:43,98.716564,89.087773,0.0,0.0,0.0,0.0,239.797952,52.167871,"[{""start_min"": 807.0, ""end_min"": 900.0, ""speed_kmh"": 55.3, ""distance_km"": 85.715, ""period_label"": ""S""}, {""start_min"": 900.0, ""end_min"": 905.716564, ""speed_kmh"": 35.4, ""distance_km"": 3.372773, ""period_label"": ""N""}]"
S0026,T1_016,1,2,52,0,925.716564,15:25:43,1076.71279,17:56:43,1076.71279,17:56:43,1076.71279,17:56:43,150.996225,89.087773,0.0,0.0,0.0,0.0,175.196131,38.113792,"[{""start_min"": 925.716564, ""end_min"": 1020.0, ""speed_kmh"": 35.4, ""distance_km"": 55.627227, ""period_label"": ""N""}, {""start_min"": 1020.0, ""end_min"": 1076.71279, ""speed_kmh"": 35.4, ""distance_km"": 33.460546, ""period_label"": ""FALLBACK""}]"
S0027,T1_015,1,1,0,52,806.0,13:26:00,904.154417,15:04:09,905.0,15:05:00,925.0,15:25:00,98.154417,89.087773,0.845583,0.0,1329.15062,3.341422,235.971732,51.33548,"[{""start_min"": 806.0, ""end_min"": 900.0, ""speed_kmh"": 55.3, ""distance_km"": 86.636667, ""period_label"": ""S""}, {""start_min"": 900.0, ""end_min"": 904.154417, ""speed_kmh"": 35.4, ""distance_km"": 2.451106, ""period_label"": ""N""}]"
S0027,T1_015,1,2,52,33,925.0,15:25:00,934.78859,15:34:47,934.78859,15:34:47,954.78859,15:54:47,9.78859,5.775268,0.0,203.78859,801.88402,1.961602,13.370148,2.908666,"[{""start_min"": 925.0, ""end_min"": 934.78859, ""speed_kmh"": 35.4, ""distance_km"": 5.775268, ""period_label"": ""N""}]"
S0027,T1_015,1,3,33,95,954.78859,15:54:47,990.069135,16:30:04,990.069135,16:30:04,1010.069135,16:50:04,35.280545,20.815522,0.0,56.069135,692.53402,1.664142,45.31157,9.857499,"[{""start_min"": 954.78859, ""end_min"": 990.069135, ""speed_kmh"": 35.4, ""distance_km"": 20.815522, ""period_label"": ""N""}]"
S0027,T1_015,1,4,95,26,1010.069135,16:50:04,1017.277159,16:57:17,1017.277159,16:57:17,1037.277159,17:17:17,7.208024,4.252734,0.0,0.0,646.72082,1.527942,9.135486,1.987418,"[{""start_min"": 1010.069135, ""end_min"": 1017.277159, ""speed_kmh"": 35.4, ""distance_km"": 4.252734, ""period_label"": ""N""}]"
S0027,T1_015,1,5,26,27,1037.277159,17:17:17,1043.14591,17:23:09,1071.0,17:51:00,1091.0,18:11:00,5.868751,3.462563,27.85409,0.0,-0.0,0.0,7.39649,1.609101,"[{""start_min"": 1037.277159, ""end_min"": 1043.14591, ""speed_kmh"": 35.4, ""distance_km"": 3.462563, ""period_label"": ""FALLBACK""}]"
S0027,T1_015,1,6,27,0,1091.0,18:11:00,1223.888128,20:23:53,1223.888128,20:23:53,1223.888128,20:23:53,132.888128,78.403996,0.0,0.0,-0.0,0.0,154.185881,33.543027,"[{""start_min"": 1091.0, ""end_min"": 1223.888128, ""speed_kmh"": 35.4, ""distance_km"": 78.403996, ""period_label"": ""FALLBACK""}]"
S0028,T1_032,1,1,0,27,1011.0,16:51:00,1143.888128,19:03:53,1143.888128,19:03:53,1163.888128,19:23:53,132.888128,78.403996,0.0,0.0,364.0498,1.5211,214.851509,46.740791,"[{""start_min"": 1011.0, ""end_min"": 1020.0, ""speed_kmh"": 35.4, ""distance_km"": 5.31, ""period_label"": ""N""}, {""start_min"": 1020.0, ""end_min"": 1143.888128, ""speed_kmh"": 35.4, ""distance_km"": 73.093996, ""period_label"": ""FALLBACK""}]"
S0028,T1_032,1,2,27,34,1163.888128,19:23:53,1206.048537,20:06:03,1206.048537,20:06:03,1226.048537,20:26:03,42.160409,24.874641,0.0,0.0,-0.0,-0.0,51.291834,11.158501,"[{""start_min"": 1163.888128, ""end_min"": 1206.048537, ""speed_kmh"": 35.4, ""distance_km"": 24.874641, ""period_label"": ""FALLBACK""}]"
S0028,T1_032,1,3,34,0,1226.048537,20:26:03,1309.233154,21:49:14,1309.233154,21:49:14,1309.233154,21:49:14,83.184617,49.078924,0.0,0.0,-0.0,-0.0,96.516472,20.997089,"[{""start_min"": 1226.048537, ""end_min"": 1309.233154, ""speed_kmh"": 35.4, ""distance_km"": 49.078924, ""period_label"": ""FALLBACK""}]"
